KEY,en,notes,sp,fr,de,it,pt-br,zh
ENEMY_SPIDERLING_DESC,鑽入受害者體內，造成感染。,,Se mete en el interior de las víctimas y les inflige infestación.,"S'enfouit à l'intérieur de ses victimes, infligeant Infestation.",Frisst sich in seine Opfer und infiziert sie.,"Si rintana all'interno delle sue vittime, infliggendo Infestato.","Esconde-se dentro de suas vítimas, aplicando Infestação.",鑽入受害者體內，造成感染。
ENEMY_WISP_NAME,幽光精靈,,Avispa,Feu follet,Irrlicht,Fuoco Fatuo,Fátuo,幽光精靈
ENEMY_WISP_DESC,"其近戰攻擊會造成灼燒。
每回合閃避一次攻擊。",,"Su ataque cuerpo a cuerpo inflige quemadura.
Esquiva un ataque por turno.","Ses attaques au corps à corps infligent Brûlure.
Esquive une attaque par tour.","Sein Nahkampfangriff verursacht Verbrennung.
Weicht einem Angriff pro Zug aus.","Il suo attacco corpo a corpo infligge Bruciatura.
Schiva un attacco a ogni turno.","Seus ataques corpo-a-corpo causam queimadura.
Esquiva-se de um ataque por turno.","其近戰攻擊會造成灼燒。
每回合閃避一次攻擊。"
ENEMY_MOONWORM_NAME,月蟲,,Lombriz lunar,Ver sélénien,Mondwurm,Verme Lunare,Minhoca Lunar,月蟲
ENEMY_MOONWORM_DESC,"向所有射程內敵人投擲射擊。
受到傷害時獲得 +1 護體值。",,"Dispara en arco a todos los enemigos que tiene al alcance.
Obtiene +1 de refuerzo al sufrir daño.","Lance des projectiles sur tous ses ennemis à portée.
Bénéficie de Garde +1&nbsp;quand il est touché.","Schießt auf alle Gegner innerhalb seiner Reichweite.
Erhält +1&nbsp;Wappnen, wenn er Schaden erleidet.","Esegue un tiro a parabola contro tutti i nemici a portata.
Ottiene +1 Guardia quando subisce danno.","Lança ataques contra todos os inimigos dentro do alcance.
Obtém +1 de preparação ao sofrer dano.","向所有射程內敵人投擲射擊。
受到傷害時獲得 +1 護體值。"
ENEMY_INVADER_NAME,施皮登機器人,spiderbot (see the note about robot nazi enemies elsewhere),Schpidenbot,Schpidenbot,Spinnenbot,Roboragnen,Schpidenbot,施皮登機器人
ENEMY_INVADER_DESC,近戰攻擊者，會造成中毒。,,Este atacante cuerpo a cuerpo inflige veneno.,Attaque au corps à corps et inflige Poison.,Nahkämpfer. Verursacht Gift.,Specialista del corpo a corpo che infligge Veleno.,Agressor corpo-a-corpo que aplica veneno.,近戰攻擊者，會造成中毒。
ENEMY_TINYTUMOR_NAME,微型腫瘤,,Minitumor,Petite tumeur,Winziger Tumor,Piccolo Tumore,Tumor Minúsculo,微型腫瘤
ENEMY_TINYTUMOR_DESC,其近戰攻擊使被擊中的貓永久失去 1 [img:con]，並有幾率導致癌症。,,Su ataque cuerpo a cuerpo hace que los gatos pierdan 1 [img:con] para siempre y puede provocarles cáncer.,Son attaque au corps à corps fait perdre définitivement 1&nbsp;[img:con] aux chats qu'elle touche et a une chance de leur donner le cancer.,Seine Nahkampfangriffe auf Katzen verringern ihre [img:con] dauerhaft um 1 und kann Krebs verursachen.,"Il suo attacco corpo a corpo fa perdere permanentemente 1 alla [img:con] dei gatti che colpisce, e ha la possibilità di infliggere Cancro.",Seu ataque corpo-a-corpo faz com que gatos atingidos percam 1 de [img:con] permanentemente e possui uma chance de aplicar câncer.,其近戰攻擊使被擊中的貓永久失去 1 [img:con]，並有幾率導致癌症。
ENEMY_CLOT_NAME,血塊,,Coágulo,Caillot,Blutgerinnsel,Grumo,Coágulo,血塊
ENEMY_CLOT_DESC,回合結束時有幾率變成莖貓。,,Puede transformarse en citogato al final del turno.,A une chance de se changer en chat écorché à la fin de son tour.,Wird mit einer gewissen Wahrscheinlichkeit am Ende seines Zuges zu einer Stammkatze.,Ha la possibilità di diventare un Gatto Staminale alla fine del suo turno.,Possui uma chance de se tornar um gato-tronco no final de seu turno.,回合結束時有幾率變成莖貓。
ENEMY_FRANKSBEAN_NAME,弗蘭克的豆豆,,Alubia de Frank,Haricot de Frank,Franks Bohne,Fagiolo di Frank,Feijão de Frank,弗蘭克的豆豆
ENEMY_LOUSE_NAME,蝨子,,Piojo,Pou,Laus,Pidocchio,Piolho,蝨子
ENEMY_LOUSE_DESC,其近戰攻擊會造成淤傷。,,Su ataque cuerpo a cuerpo inflige moratón.,Son attaque au corps à corps inflige Contusion.,Ihr Nahkampfangriff verursacht Beulen.,Il suo attacco corpo a corpo infligge Livido.,Seu ataque corpo-a-corpo aplica contusão.,其近戰攻擊會造成淤傷。
ENEMY_LILRAT_NAME,小老鼠,,Ratilla,Raton,Rattenfratz,Topolino,Ratinho,小老鼠
ENEMY_LILRAT_DESC,直線衝刺。,,Corre en línea recta.,Fonce en ligne droite.,Stürmt in einer geraden Linie auf Gegner.,Scatta in linea retta.,Dá um impulso em linha reta.,直線衝刺。
ENEMY_POOTER_NAME,屁屁鼠,,Moscón,Mouche cracheuse,Pupser,Puzzone,Pooter,屁屁鼠
ENEMY_POOTER_DESC,遠程攻擊者。會飛行。,,Atacante a distancia. Vuela.,Attaque à distance. Vol.,Fernkämpfer. Fliegt.,Specialista degli attacchi a distanza. Volante.,Ataque à distância. Voador.,遠程攻擊者。會飛行。
ENEMY_WORM_NAME,蟲子,,Lombriz,Ver,Wurm,Verme,Minhoca,蟲子
ENEMY_WORM_DESC,受到傷害時會後退。,,Se aleja al sufrir daño.,Recule quand il est touché.,"Bewegt sich weg, wenn er Schaden erleidet.",Si allontana quando subisce danno.,Afasta-se quando sofre dano.,受到傷害時會後退。
ENEMY_MADLAD_NAME,瘋狂小子,,Demente,Zinzolin,Verrückter Kerl,Pazzoide,Pirado,瘋狂小子
ENEMY_MADLAD_DESC,,,,,,,,
ENEMY_GASSER_NAME,臭彈,,Gaseador,Roteur,Furzer,Fumigatore,Gasinho,臭彈
ENEMY_GASSER_DESC,,,,,,,,
ENEMY_RAGER_NAME,狂怒者,,Rabioso,Croqueur,Wüter,Rabbioso,Raiveiro,狂怒者
ENEMY_RAGER_DESC,,,,,,,,
ENEMY_CUTTER_NAME,切割者,,Cutter,Trancheur,Schneider,Tagliatore,Cortador,切割者
ENEMY_CUTTER_DESC,,,,,,,,
ENEMY_BLORB_NAME,布洛布,,Blorb,Excroissance,Blorb,Blobbo,Blorb,布洛布
ENEMY_BLORB_DESC,它的遠程攻擊對範圍內目標施加減速效果。,,Su ataque a distancia inflige ralentización en un área.,Son attaque à distance inflige Lenteur dans une zone donnée.,Sein Fernkampfangriff verursacht in einem bestimmten Bereich Verlangsamung.,Il suo attacco a distanza infligge Rallentamento all'interno di un'area.,Sem ataque à distância aplica lentidão em uma área.,它的遠程攻擊對範圍內目標施加減速效果。
ENEMY_FLORB_NAME,弗洛布,,Florb,Excroissance flottante,Florb,Flobbo,Florb,弗洛布
ENEMY_FLORB_DESC,它的遠程攻擊施加減速。會飛。,,Su ataque a distancia inflige ralentización. Vuela.,Son attaque à distance inflige Lenteur. Vol.,Sein Fernkampfangriff verursacht Verlangsamung. Fliegt.,Il suo attacco a distanza infligge Rallentamento. Volante.,Sem ataque à distância aplica lentidão. Voador.,它的遠程攻擊施加減速。會飛。
ENEMY_LUMPY_NAME,隆起者,,Amorfo,Ratatouille,Schleimi,Amorfo,Protuberante,隆起者
ENEMY_LUMPY_DESC,它的遠程攻擊製造爬行物。受傷時生成爬行物。,,Su ataque a distancia crea líquido tóxico. También lo genera al sufrir daño.,Son attaque à distance disperse de la bave toxique. De la bave toxique apparaît quand il subit des dégâts.,"Sein Fernkampfangriff erschafft Ekelschleim. Erschafft Ekelschleim, wenn er Schaden erleidet.",Il suo attacco a distanza crea Melma. Genera melma quando subisce danno.,Seu ataque à distância gera videiras. Gera videiras ao sofrer dano.,它的遠程攻擊製造爬行物。受傷時生成爬行物。
ENEMY_LEAPER_NAME,跳躍者,,Saltarino,Bondisseur,Springer,Salterino,Saltador,跳躍者
ENEMY_LEAPER_DESC,它的跳躍攻擊對所有相鄰單位造成傷害並擊退。,,Su ataque con salto inflige daño a todas las unidades adyacentes y las hace retroceder.,Son attaque sautée inflige des dégâts et repousse les unités adjacentes.,Sein Sprungangriff verursacht Schaden bei allen benachbarten Einheiten und stößt sie zurück.,Il suo attacco in balzo infligge danno e respinge tutte le unità adiacenti.,Seu ataque de salto causa dano e empurra para trás todas as unidades adjacentes.,它的跳躍攻擊對所有相鄰單位造成傷害並擊退。
ENEMY_BOMBFLY_NAME,炸彈蠅,,Mosca explosiva,Mouche explosive,Bombenfliege,Mosca Esplosiva,Mosca-Bomba,炸彈蠅
ENEMY_BOMBFLY_DESC,死亡時爆炸。,,Estalla al morir.,Explose à sa mort.,"Explodiert, wenn sie stirbt.",Esplode alla morte.,Explode ao morrer.,死亡時爆炸。
ENEMY_BURFERMAGGOT_NAME,嘔吐蛆蟲,,Gusano potador,Asticot tumoral,Spuckmade,Larva Giardiniera,Verme Saliveiro,嘔吐蛆蟲
ENEMY_BURFERMAGGOT_DESC,它的攻擊將單位包圍在多刺的腫塊中。,,Su ataque rodea a las unidades con grumos espinosos.,Son attaque entoure les unités d'amas épineux.,Ihr Angriff umgibt Einheiten mit dornigen Klumpen.,Il suo attacco circonda le unità con una massa di spine.,Seu ataque cerca unidades com caroços espinhentos.,它的攻擊將單位包圍在多刺的腫塊中。
ENEMY_CHARGEYMAGGOT_NAME,衝刺蛆蟲,,Gusano embestidor,Asticot bélier,Stürmermade,Larva da Carica,Verme Atacante,衝刺蛆蟲
ENEMY_CHARGEYMAGGOT_DESC,它的衝刺攻擊具有踐踏效果。,,Su ataque relámpago inflige pisotón.,Son attaque impulsée inflige Piétinement.,Ihr Ansturmangriff verfügt über Trampel.,Il suo attacco in scatto infligge Calpestamento.,Seu ataque de impulso possui atropelamento.,它的衝刺攻擊具有踐踏效果。
ENEMY_DIGGYMAGGOT_NAME,挖掘蛆蟲,,Gusano cavador,Asticot fouisseur,Gräbermade,Larva Scavatrice,Verme Escavador,挖掘蛆蟲
ENEMY_DIGGYMAGGOT_DESC,它的近戰攻擊有幾率眩暈。與單位交換位置以移動。,,Su ataque cuerpo a cuerpo puede aturdir. Se cambia el sitio con otra unidad para moverse.,Son attaque au corps à corps a des chances d'infliger Étourdissement. Échange sa place avec une unité pour se déplacer.,"Ihr Nahkampfangriff kann betäuben. Tauscht die Position mit einer anderen Einheit, um sich fortzubewegen.",Il suo attacco corpo a corpo ha una probabilità di infliggere Stordimento. Per muoversi si scambia di posto con un'altra unità.,Seu ataque corpo-a-corpo possui uma chance de atordoar. Troca de lugar com uma unidade para se mover.,它的近戰攻擊有幾率眩暈。與單位交換位置以移動。
ENEMY_TARBABY_NAME,焦油娃娃,,Bebé brea,Goudronet,Teerbaby,Bebè di Catrame,Bebê Piche,焦油娃娃
ENEMY_TARBABY_DESC,"它的遠程攻擊會生成焦油地塊。
沿途留下一串焦油地塊。",,"Su ataque a distancia crea casillas de brea.
Deja casillas de brea a su paso.","Son attaque à distance crée des cases de goudron.
Laisse des cases de goudron sur son passage.","Sein Fernkampfangriff erzeugt Teerfelder.
Hinterlässt Teerfelder, wenn es sich fortbewegt.","Il suo attacco a distanza crea caselle di Catrame.
Lascia delle caselle di Catrame lungo il suo percorso.","Seu ataque à distância cria espaços de piche.
Deixa espaços de piche em seu caminho.","它的遠程攻擊會生成焦油地塊。
沿途留下一串焦油地塊。"
ENEMY_CHUMBAG_NAME,誘餌袋,,Bolsa de cebo,Sac d'asticots,Ködertasche,Sacco di Pastura,Sacupincha,誘餌袋
ENEMY_CHUMBAG_DESC,它的遠程長距離攻擊如果擊中空地塊，會生成蛆蟲。死亡後變成親密蛆蟲。固定不動。,,Su ataque a larga distancia genera gusanos si golpea en una casilla vacía. Se transforma en cebín al morir. No se mueve.,Son attaque à longue portée invoque des asticots si elle touche une case vide. Se change en caillasticot quand il est tué. Stationnaire.,"Ihr Fernkampfangriff ruft Maden, wenn er ein leeres Feld trifft. Wird zu Ködi, wenn sie stirbt. Stationär.",Il suo attacco a lunga distanza genera Larve quando colpisce caselle vuote. Se ucciso diventa un Pasturello. Stazionario.,Seu ataque de longa distância gera vermes se acertar um espaço vazio. Torna-se um cupincha ao ser morto. Fixo.,它的遠程長距離攻擊如果擊中空地塊，會生成蛆蟲。死亡後變成親密蛆蟲。固定不動。
ENEMY_CHUMMY_NAME,親密蛆蟲,,Cebín,Caillasticot,Ködi,Pasturello,Cupincha,親密蛆蟲
ENEMY_CHUMMY_DESC,直線衝刺。,,Corre en línea recta.,Fonce en ligne droite.,Stürmt in einer geraden Linie auf Gegner.,Scatta in linea retta.,Dá um impulso em linha reta.,直線衝刺。
ENEMY_HOST_NAME,宿主,,Huésped,Hôte,Wirt,Ospite,Hospedeiro,宿主
ENEMY_HOST_DESC,"發射3枚散射彈。
反射彈幕並擊退接觸的單位。
固定不動。",,"Dispara 3 proyectiles en dispersión.
Devuelve los proyectiles y hace retroceder a las unidades que entran en contacto.
No se mueve.","Tire 3&nbsp;projectiles en éventail.
Renvoie les projectiles et repousse les unités qui le touchent.
Stationnaire.","Verschießt drei Geschosse in verschiedene Richtungen.
Reflektiert Geschosse und stößt Einheiten, die ihn berühren, zurück.
Stationär.","Spara tre proiettili a raggiera.
Respinge i proiettili e i nemici che vi entrano in contatto.
Stazionario.","Dispara 3 projéteis que se espalham.
Reflete projéteis e empurra para trás unidades que entram em contato.
Fixo.","發射3枚散射彈。
反射彈幕並擊退接觸的單位。
固定不動。"
ENEMY_PILE_NAME,堆積物,,Mojón,Étron,Haufen,Pila,Pilha,堆積物
ENEMY_PILE_DESC,它的遠程攻擊會生成蘸泥物。固定不動。,,Su ataque a distancia genera catalinos. No se mueve.,Son attaque à distance fait apparaître des cacas. Stationnaire.,Sein Fernkampfangriff erzeugt Köttel. Stationär.,Il suo attacco a distanza genera Cacchine. Stazionario.,Seu ataque à distância gera dips. Imóvel.,它的遠程攻擊會生成蘸泥物。固定不動。
ENEMY_FLOATER_NAME,漂浮者,,Chiribita,Crotte,Würstchen,Galleggiatore,Flutuante,漂浮者
ENEMY_FLOATER_DESC,近戰攻擊者，攻擊後會後退。,,Este atacante cuerpo a cuerpo se aleja tras infligir daño.,Attaque au corps à corps et se replie après avoir infligé des dégâts.,"Nahkämpfer, der sich wegbewegt, nachdem er Schaden verursacht.",Specialista del corpo a corpo che si allontana dopo aver inflitto danno.,Agressor corpo-a-corpo que se afasta após causar dano.,近戰攻擊者，攻擊後會後退。
ENEMY_WATERLEECH_NAME,水蛭,,Sanguijuela acuática,Sangsue aquatique,Wasseregel,Sanguisuga Acquatica,Sanguessuga aquática,水蛭
ENEMY_WATERLEECH_DESC,"缺水時尋找水源。
在水中，直線衝刺並附帶吸血效果，可穿過單位。",,"Cuando no tiene agua, la busca.
En el agua, corre en línea recta con robavida y atraviesa a las unidades.","Recherche de l'eau quand elle en manque.
Quand elle est dans l'eau, elle fonce en ligne droite et inflige Vol de vie aux unités qu'elle traverse.","Sucht das Wasser auf, wenn er sich an Land befindet.
Wenn er im Wasser ist, kann er in einer geraden Linie durch Gegner stürmen und Leben absaugen.","Cerca l'acqua quando è fuori da essa.
Mentre vi è immersa, scatta in linea retta con Rubavita ed è in grado di attraversare le unità.","Busca água quando está fora dela.
Enquanto está na água, dá um impulso em linha reta com roubo de vida que atravessa unidades.","缺水時尋找水源。
在水中，直線衝刺並附帶吸血效果，可穿過單位。"
ENEMY_DADDYSHARK_NAME,大白鯊,,Papá tiburón,Papa requin,Papa Hai,Squalo Papà,Papai Tubarão,大白鯊
ENEMY_DADDYSHARK_DESC,"能瞬間殺死它能觸及的任何目標！
每有一個流血單位，便額外獲得回合數。
優先攻擊流血單位。",,"¡Mata al instante todo aquello que tiene al alcance!
Juega turnos de bonificación por cada unidad con hemorragia.
Se centra en las unidades con hemorragia.","Tue sur le coup tout ce qui est à sa portée.
Bénéficie d'un tour bonus pour chaque unité qui saigne.
Cible en priorité les unités qui saignent.","Tötet jede Einheit sofort, die er erreichen kann!
Bekommt zusätzliche Züge pro blutender Einheit.
Bevorzugt blutende Einheiten.","Uccide all'istante tutto ciò che riesce a toccare!
Ottiene turni bonus per ogni unità con Sanguinamento.
Si concentra sulle unità con Sanguinamento.","Mata instantaneamente qualquer coisa que consiga alcançar!
Utiliza turnos adicionais para cada unidade com sangramento.
Concentra-se em unidades com sangramento.","能瞬間殺死它能觸及的任何目標！
每有一個流血單位，便額外獲得回合數。
優先攻擊流血單位。"
ENEMY_BABYSHARK_NAME,小白鯊,,Bebé tiburón,Bébé requin,Babyhai,Squalo Bebè,Bebê Tubarão,小白鯊
ENEMY_BABYSHARK_DESC,"咬擊會導致流血，但不會造成傷害。
每有一個流血單位，便額外獲得回合數。
優先攻擊流血單位。",,"Inflige hemorragia con sus mordiscos, pero sin causar daño.
Juega turnos de bonificación por cada unidad con hemorragia.
Se centra en las unidades con hemorragia.","Sa morsure inflige Saignement mais aucun dégât.
Bénéficie d'un tour bonus pour chaque unité qui saigne.
Cible en priorité les unités qui saignent.","Sein Biss verursacht Blutung, aber keinen Schaden.
Bekommt zusätzliche Züge pro blutender Einheit.
Bevorzugt blutende Einheiten.","Il suo morso infligge Sanguinamento, ma non danno.
Ottiene turni bonus per ogni unità con Sanguinamento.
Si concentra sulle unità con Sanguinamento.","Sua mordida aplica sangramento, mas não causa dano.
Utiliza turnos adicionais para cada unidade com sangramento.
Concentra-se em unidades com sangramento.","咬擊會導致流血，但不會造成傷害。
每有一個流血單位，便額外獲得回合數。
優先攻擊流血單位。"
ENEMY_TENTICKLES_NAME,十次撓癢,,Pulpillitas,Tentaccule,Zehntakel,Solletitentacolo,Dez Cócegas,十次撓癢
ENEMY_TENTICKLES_DESC,"可以攻擊任何相鄰於水的地塊。
通過水地塊傳送。",,"Puede atacar cualquier casilla adyacente al agua.
Se teletransporta a través de las casillas de agua.","Peut attaquer toute case adjacente à de l'eau.
Se téléporte à travers les cases d'eau.","Kann jedes Feld angreifen, das an Wasser angrenzt.
Teleportiert sich durch Wasserfelder.","Può attaccare qualunque casella adiacente all'acqua.
Si teletrasporta tra le caselle d'acqua.","Pode atacar qualquer espaço adjacente à agua.
Teletransporta-se através de espaços de água.","可以攻擊任何相鄰於水的地塊。
通過水地塊傳送。"
ENEMY_FETUS_NAME,胎兒,,Feto,Fœtus,Fötus,Feto,Feto,胎兒
ENEMY_FETUS_DESC,"遠程攻擊者。
可以喝水恢復生命值。",,"Atacante a distancia.
Puede beber agua para curarse.","Attaque à distance.
Peut boire de l'eau pour se soigner.","Fernkämpfer.
Kann Wasser trinken, um sich zu heilen.","Specialista degli attacchi a distanza.
Può curarsi bevendo acqua.",Agressor à distância...,"遠程攻擊者。
可以喝水恢復生命值。"
ENEMY_FETUSGUSHER_NAME,胎兒噴泉,,Fetacuoso,Fœtus cracheur,Fötusspritzer,Feto Zampillante,Feto Jorrador,胎兒噴泉
ENEMY_FETUSGUSHER_DESC,"它的水攻擊會將所有單位沿直線推開。
必須在水中才能攻擊。缺水時會尋找水源。",,"Su ataque acuoso empuja a todas las unidades en línea recta.
Debe estar en el agua para atacar. Si no tiene agua, la busca.","Son attaque d'eau pousse toutes les unités en ligne droite.
Doit être dans l'eau pour attaquer. Recherche de l'eau quand il en manque.","Sein Wasserangriff stößt alle Einheiten in einer geraden Linie zurück.
Muss sich im Wasser aufhalten, um angreifen zu können. Sucht das Wasser auf, wenn er sich an Land befindet.","Il suo attacco acquatico respinge tutte le unità in linea retta.
Per poter attaccare deve trovarsi in acqua. Quando è al di fuori di essa, cerca di raggiungerla.","Seu ataque aquático pune todas as unidades em uma linha reta.
Precisa estar na água para atacar. Busca água quando está fora dela.","它的水攻擊會將所有單位沿直線推開。
必須在水中才能攻擊。缺水時會尋找水源。"
ENEMY_BAT_NAME,蝙蝠,,Murciélago,Chauve-souris,Fledermaus,Pipistrello,Morcego,蝙蝠
ENEMY_BAT_DESC,"它的近戰連擊會造成混亂效果。
50% 躲避幾率。
飛行。",,"Su ráfaga cuerpo a cuerpo inflige confusión.
50 % de probabilidad de esquiva.
Vuela.","Son déluge de coups au corps à corps inflige Confusion.
Chances d'esquive +50&nbsp;%.
Vol.","Ihr Nahkampfangriff verursacht Verwirrung.
50&nbsp;% Ausweichchance.
Fliegt.","La sua raffica corpo a corpo infligge Confusione.
Ha un 50% di probabilità di schivare.
Vola.","Seu ataque corpo-a-corpo de rajada aplica confusão.
50% de chance de esquiva.
Voador.","它的近戰連擊會造成混亂效果。
50% 躲避幾率。
飛行。"
ENEMY_BRAINDRAIN_NAME,腦力吸取,,Chupasesos,Groservo,Hirnsauger,Drenacervello,Dreno de Cérebro,腦力吸取
ENEMY_BRAINDRAIN_DESC,"無限遠程魔法攻擊者。
每回合會反擊一次法術。
如果回合開始時反擊法術仍可用，會吸收該法術獲得增益。",,"Lanza ataques mágicos a una distancia ilimitada.
Contrarresta un hechizo por turno.
Si comienza el turno con el contrahechizo disponible, lo absorbe a cambio de una ventaja.","Attaquant magique à distance aux attaques infinies.
Contre un sort une fois par tour.
S'il commence son tour avec son contre-sort encore disponible, il l'absorbe pour obtenir un bonus.","Magischer Fernkämpfer mit unendlicher Reichweite.
Kontert einen Zauber pro Zug.
Ist sein Zauberkonter am Anfang des Zuges noch verfügbar, absorbiert er ihn und wird gestärkt.","Specialista degli attacchi magici a raggio d'azione infinito.
Contrattacca un incantesimo per ogni turno.
Se comincia il turno con il suo contrattacco per incantesimi ancora disponibile, lo converte in un bonus.","Agressor à distância mágico e infinito.
Contra-ataca um encantamento por turno.
Ao iniciar seu turno com um contra-feitiço ainda disponível, o absorve para obter um fortalecimento.","無限遠程魔法攻擊者。
每回合會反擊一次法術。
如果回合開始時反擊法術仍可用，會吸收該法術獲得增益。"
ENEMY_SKULLOOZE_NAME,骷髏軟泥,,Flujo craneal,Crâne gluant,Totenkopfschleim,Fluido Cranico,Vazamento de Crânio,骷髏軟泥
ENEMY_SKULLOOZE_DESC,它的遠程攻擊會摧毀裝備。,,Su ataque a distancia destroza el equipamiento.,Son attaque à distance détruit l'équipement.,Sein Fernkampfangriff zerstört Ausrüstungsstücke.,Il suo attacco a distanza distrugge gli equipaggiamenti.,Seu ataque à distância destrói equipamentos. ,它的遠程攻擊會摧毀裝備。
ENEMY_KORBEE_NAME,考爾比,,Korbee,Aspiratout,Korbie,Korbee,Korbee,考爾比
ENEMY_KORBEE_DESC,會吸入單位，然後將它們儘可能遠地吐出。,"tooltip said ""random direction"" this wasnt correct, neither is ""different direction"", it spits them whichever direction has the longest path before a collision. unsure how specific the tooltip needs to be",Se traga a la unidades antes de escupirlas todo lo lejos que pueda.,"Aspire les unités en ligne droite, puis les recrache aussi loin que possible.","Saugt Einheiten an und spuckt sie so weit weg aus, wie möglich.","Risucchia le unità, poi le sputa il più lontano possibile.",Suga unidades e então as cospe tão longe quanto possível.,會吸入單位，然後將它們儘可能遠地吐出。
ENEMY_MEGAFETUS_NAME,超級胎兒,,Megafeto,Mégafœtus,Megafötus,Mega Feto,Mega Feto,超級胎兒
