KEY,en,notes,sp,fr,de,it,pt-br,zh
PASSIVE_WORMS_DESC,结束回合时有50%几率召唤蛆虫妖灵。,,50 % de probabilidad de generar un familiar gusano al final del turno.,50&nbsp;% de chances de faire apparaître un asticot de compagnie à la fin de votre tour.,"50%ige Wahrscheinlichkeit, dass ein Madenbegleiter erscheint, wenn du deinen Zug beendest.",50% di probabilità di generare un famiglio Larva alla fine del tuo turno.,50% de chance de gerar um familiar verme ao finalizar seu turno.,結束回合時有50%幾率召喚蛆蟲妖靈。
PASSIVE_WORMS2_DESC,结束回合时有50%几率召唤变异蛆虫妖灵。,,50 % de probabilidad de generar un familiar gusano mutado al final del turno.,50&nbsp;% de chances de faire apparaître un asticot de compagnie mutant à la fin de votre tour.,"50%ige Wahrscheinlichkeit, dass ein mutierter Madenbegleiter erscheint, wenn du deinen Zug beendest.",50% di probabilità di generare un famiglio Larva mutato alla fine del tuo turno.,50% de chance de gerar um familiar verme com mutações ao finalizar seu turno.,結束回合時有50%幾率召喚變異蛆蟲妖靈。
PASSIVE_AMPED_NAME,激励,,Amplificado,Motivation,Aufgedreht,Amplificazione,Amplificação,激勵
PASSIVE_AMPED_DESC,回合结束时获得 +1 [img:spd]。,,Obtiene +1 [img:spd] al final del turno.,[img:spd]&nbsp;+1&nbsp;à la fin de votre tour.,Erhalte am Ende deines Zuges +1&nbsp;[img:spd].,Ottieni +1 alla [img:spd] alla fine del tuo turno.,Obtenha +1 de [img:spd] no final do seu turno.,回合結束時獲得 +1 [img:spd]。
PASSIVE_AMPED2_DESC,"回合结束时获得 +1 [img:spd]。
每回合可以额外移动一次。",,"Obtiene +1 [img:spd] al final del turno.
Puedes moverte otra vez cada turno.",[img:spd]&nbsp;+1&nbsp;à la fin de votre tour. Vous pouvez vous déplacer une fois de plus chaque tour.,"Erhalte am Ende deines Zuges +1&nbsp;[img:spd].
Du kannst dich in jedem Zug ein zusätzliches Mal bewegen.","Ottieni +1 alla [img:spd] alla fine del tuo turno.
Puoi muoverti una volta aggiuntiva per turno.","Obtenha +1 de [img:spd] no final do seu turno.
Você pode se mover uma vez a mais a cada turno.","回合結束時獲得 +1 [img:spd]。
每回合可以額外移動一次。"
PASSIVE_FURIOUS_NAME,愤怒,,Furioso,Furie,Wutentbrannt,Furia,Fúria,憤怒
PASSIVE_FURIOUS_DESC,"每次造成暴击时，伤害增加 +1。
暴击几率提高5%。",,"Obtiene +1 de daño cada vez que inflige un golpe crítico.
+5 % de probabilidad de golpe crítico.",Dégâts&nbsp;+1&nbsp;quand vous faites un coup critique. Chances de coup critique&nbsp;+5&nbsp;%.,"Erhalte jedes Mal, wenn du einen kritischen Treffer landest, +1&nbsp;Schaden.
+5&nbsp;% kritische Trefferchance.","Ottieni +1 al Danno ogni volta che metti a segno un colpo critico.
+5% di probabilità di colpo critico.","Obtenha +1 de dano a cada vez que acertar um golpe crítico.
+5% de chance de crítico.","每次造成暴擊時，傷害增加 +1。
暴擊幾率提高5%。"
PASSIVE_FURIOUS2_DESC,"每次造成暴击时，伤害增加 +1 且暴击几率提高5%。
暴击几率提高5%。",,"Obtiene +1 de daño y +5 % de probabilidad de golpe crítico cada vez que inflige un golpe crítico.
+5 % de probabilidad de golpe crítico.",Dégâts&nbsp;+1&nbsp;et Chances de coup critique&nbsp;+5&nbsp;% quand vous faites un coup critique. Chances de coup critique&nbsp;+5&nbsp;%.,"Erhalte jedes Mal, wenn du einen kritischen Treffer landest, +1&nbsp;Schaden und +5&nbsp;% kritische Trefferchance.
+5&nbsp;% kritische Trefferchance.","Ottieni +1 al Danno e +5% di probabilità di colpo critico ogni volta che metti a segno un colpo critico.
+5% di probabilità di colpo critico.","Obtenha +1 de dano e +5% de chance de crítico a cada vez que acertar um golpe crítico.
+5% de chance de crítico.","每次造成暴擊時，傷害增加 +1 且暴擊幾率提高5%。
暴擊幾率提高5%。"
PASSIVE_DEATHLESS_NAME,不死,,Sin muerte,À perpétuité,Todlos,Immortale,Imortal,不死
PASSIVE_DEATHLESS_DESC,+3 尸体生命值,,+3 de PS de cadáver.,PV de cadavre&nbsp;+3,+3&nbsp;Leichenlebenspunkte.,+3 PS del cadavere,+3 PV de cadáveres,+3 屍體生命值
PASSIVE_DEATHLESS2_DESC,+96 尸体生命值,,+96 de PS de cadáver.,PV de cadavre&nbsp;+96,+96&nbsp;Leichenlebenspunkte.,+96 PS del cadavere,+96 PV de cadáveres,+96 屍體生命值
PASSIVE_METALDETECTOR_NAME,金属探测器,,Detección de metales,Détecteur de métal,Metalldetektor,Metal Detector,Detector de Metais,金屬探測器
PASSIVE_METALDETECTOR_DESC,当你移动到一个格子时，有5%的几率生成一枚金币。,,5 % de probabilidad de generar una moneda al pasar sobre una casilla.,5&nbsp;% de chances de faire apparaître une pièce quand vous vous déplacez d'une case.,"5%ige Wahrscheinlichkeit, dass eine Münze erscheint, wenn du dich über ein Feld bewegst.",5% di probabilità di generare una moneta quando ti muovi su una casella.,5% de chance de gerar uma moeda quando você se move sobre um espaço.,當你移動到一個格子時，有5%的幾率生成一枚金幣。
PASSIVE_METALDETECTOR2_DESC,当你移动到一个格子时，有10%的几率生成一枚金币。,,10 % de probabilidad de generar una moneda al pasar sobre una casilla.,10&nbsp;% de chances de faire apparaître une pièce quand vous vous déplacez d'une case.,"10%ige Wahrscheinlichkeit, dass eine Münze erscheint, wenn du dich über ein Feld bewegst.",10% di probabilità di generare una moneta quando ti muovi su una casella.,10% de chance de gerar uma moeda quando você se move sobre um espaço.,當你移動到一個格子時，有10%的幾率生成一枚金幣。
PASSIVE_DEATHPROOF_NAME,死亡免疫,,A prueba de muerte,Intuable,Todessicher,A Prova di Morte,À Prova de Morte,死亡免疫
PASSIVE_DEATHPROOF_DESC,倒地时，每回合结束有25%的几率以1生命值复活。,,"Cuando está abatida, esta unidad tiene un 25 % de probabilidad de resucitar con 1 PS al final de cada ronda.","Quand vous êtes K.O., vous avez 25&nbsp;% de chances de vous relever avec 1&nbsp;PV à la fin de chaque manche.","Bist du in Ohnmacht gefallen, besteht am Ende jeder Runde eine 25%ige Wahrscheinlichkeit, dass du mit 1&nbsp;LP wiederauferstehst.","Quando sei KO, hai il 25% di probabilità di resuscitare con 1 PS alla fine di ogni turno.","Enquanto estiver inconsciente, você possui 25% de chance de reviver com 1 PV no final de cada rodada.",倒地時，每回合結束有25%的幾率以1生命值復活。
PASSIVE_DEATHPROOF2_DESC,倒地时，每回合结束有33%的几率以10生命值和全属性提升复活。,,"Mientras esta unidad está abatida, tiene un 33 % de probabilidad de resucitar con 10 PS y aumento total al final de cada ronda.","Quand vous êtes K.O., vous avez 33&nbsp;% de chances de vous relever avec 10&nbsp;PV et Hausse de stats à la fin de chaque manche.","Bist du in Ohnmacht gefallen, besteht am Ende jeder Runde eine 33%ige Wahrscheinlichkeit, dass du mit 10&nbsp;LP und einem Bonus auf alle Attribute wiederauferstehst.","Quando sei KO, hai il 33% di probabilità di resuscitare con 10 PS e Aumento delle Stastistiche alla fine di ogni turno.","Enquanto estiver inconsciente, você possui 33% de chance de reviver com 10 PV e todos os atributos aumentados no final de cada rodada.",倒地時，每回合結束有33%的幾率以10生命值和全屬性提升復活。
PASSIVE_LEADER_NAME,领袖,,Líder,Leader,Anführer,Leader,Líder,領袖
PASSIVE_LEADER_DESC,相邻的盟友获得+1伤害和+1射程。,,Los aliados adyacentes obtienen +1 de daño y +1 de alcance.,Les alliés adjacents bénéficient de Dégâts&nbsp;+1&nbsp;et Portée&nbsp;+1.,Benachbarte Verbündete haben +1&nbsp;Schaden und +1&nbsp;Reichweite.,Gli alleati adiacenti hanno +1 al Danno e +1 al Raggio d'Azione.,Aliados adjacentes possuem +1 de dano e +1 de alcance.,相鄰的盟友獲得+1傷害和+1射程。
PASSIVE_LEADER2_DESC,所有盟友获得+1伤害和+1射程。,,Todos los aliados obtienen +1 de daño y +1 de alcance.,Tous les alliés bénéficient de Dégâts&nbsp;+1&nbsp;et Portée&nbsp;+1.,Alle Verbündeten haben +1&nbsp;Schaden und +1&nbsp;Reichweite.,Tutti gli alleati hanno +1 al Danno e +1 al Raggio d'Azione.,Todos os aliados possuem +1 de dano e +1 de alcance.,所有盟友獲得+1傷害和+1射程。
PASSIVE_MANGE_NAME,疥癣,,Sarna,Gale,Räudig,Rogna,Sarna,疥癬
PASSIVE_MANGE_DESC,对接触你的单位施加中毒1。,,Inflige 1 de veneno a las unidades en contacto.,Inflige Poison&nbsp;+1&nbsp;aux unités qui vous touchent.,"Verursache Gift&nbsp;1 bei Einheiten, die dich berühren.",Infliggi Veleno 1 alle unità che entrano in contatto con te.,Aplique veneno 1 em unidades que entrarem em contato com você.,對接觸你的單位施加中毒1。
PASSIVE_MANGE2_DESC,对接触你的单位施加1点中毒、流血、挫伤、虚弱和吸血。,,"Inflige 1 de veneno, hemorragia, moratón, debilidad y sanguijuela a las unidades que contactan con ella.","Inflige Poison, Saignement, Contusion, Vulnérabilité, and Sangsue&nbsp;+1&nbsp;aux unités qui vous touchent.","Verursache 1&nbsp;Gift, Blutung, Beulen, Schwäche und Blutegel bei Einheiten, die dich berühren.","Infliggi 1 Veleno, Sanguinamento, Livido, Debolezza e Sanguisuga alle unità che entrano in contatto con te.","Aplique 1 de veneno, sangramento, contusão, fraqueza e sanguessuga em unidades que entrarem em contato com você.",對接觸你的單位施加1點中毒、流血、挫傷、虛弱和吸血。
PASSIVE_ETANK_NAME,能量罐,,Tanque electrónico,Tank,E-Tank,Serbatoio Energetico,Tanque-E,能量罐
PASSIVE_ETANK_DESC,每场战斗开始时，拥有+20未填充最大生命值。,,Empieza cada combate con +20 de máximo de salud sin rellenar.,Commence chaque combat avec +20&nbsp;PV max. vacants.,Beginne jeden Kampf mit +20 ungeheilten max. LP.,Inizi ogni battaglia con +20 salute massima non riempita.,Inicie cada batalha com +20 de saúde máxima não preenchida.,每場戰鬥開始時，擁有+20未填充最大生命值。
PASSIVE_ETANK2_DESC,每场战斗开始时，拥有+50未填充最大生命值。,,Empieza cada combate con +50 de máximo de salud sin rellenar.,Commence chaque combat avec +50&nbsp;PV max. vacants.,Beginne jeden Kampf mit +50 ungeheilten max. LP.,Inizi ogni battaglia con +50 salute massima non riempita.,Inicie cada batalha com +50 de saúde máxima não preenchida.,每場戰鬥開始時，擁有+50未填充最大生命值。
PASSIVE_CAREFUL_NAME,小心,,Cuidado,Précaution,Vorsichtig,Cautela,Cuidado,小心
PASSIVE_CAREFUL_DESC,你对其他盟友造成的伤害减为0。,,El daño infligido a otros aliados se reduce a 0.,Les dégâts infligés aux alliés sont réduits à 0.,"Schaden, den du bei Verbündeten verursachen würdest, wird auf 0 reduziert.",Il danno che infliggi agli altri alleati viene ridotto a 0.,O dano que você causa a outros aliados é reduzido a 0.,你對其他盟友造成的傷害減爲0。
PASSIVE_CAREFUL2_DESC,"你对其他盟友造成的伤害减为0。你无法对其他盟友施加负面状态。
你在许多其它方面也很小心。",,"El daño infligido a otros aliados se reduce a 0. No puede infligir desventajas a otros aliados.
También tiene cuidado en otros aspectos.",Les dégâts infligés aux alliés sont réduits à 0. Impossible d'infliger des malus aux alliés. Vous savez prendre des mesures de précaution.,"Schaden, den du bei Verbündeten verursachen würdest, wird auf 0 reduziert. Du kannst Verbündete nicht mit Schwächungen belegen.
Vorsichtig wirkt sich auf weitere Dinge aus.","Il danno che infliggi agli altri alleati viene ridotto a 0. Non puoi infliggere malus agli altri alleati.
Applichi molta cautela anche in diversi altri modi.","O dano que você causa a outros aliados é reduzido a 0. Você não pode aplicar enfraquecimentos em outros aliados.
Você toma cuidado de muitas outras formas também.","你對其他盟友造成的傷害減爲0。你無法對其他盟友施加負面狀態。
你在許多其它方面也很小心。"
PASSIVE_DIRTYCLAWS_NAME,肮脏的爪子,,Garras sucias,Griffes souillées,Dreckige Klauen,Artigli Luridi,Garras Sujas,骯髒的爪子
PASSIVE_DIRTYCLAWS_DESC,你对中毒或流血敌人的物理攻击会额外附加 +1 点中毒和/或流血。,,Los ataques físicos a enemigos que sufren veneno o hemorragia infligen +1 de veneno o hemorragia.,Vos attaques physiques sur les ennemis affectés par Poison ou Saignement infligent Poison et/ou Saignement&nbsp;+1.,Deine physischen Angriffe verursachen bei vergifteten oder blutenden Gegnern +1&nbsp;Gift und/oder Blutung.,I tuoi attacchi fisici contro nemici affetti da Avvelenamento o Sanguinamento infliggono +1 Veleno e/o Sanguinamento.,Seus ataques físicos em inimigos envenenados ou com sangramento aplicam +1 de veneno e/ou sangramento.,你對中毒或流血敵人的物理攻擊會額外附加 +1 點中毒和/或流血。
PASSIVE_DIRTYCLAWS2_DESC,"你的基础攻击造成中毒1和流血1。
你对中毒或流血敌人的物理攻击会额外附加 +1 点中毒和/或流血。",,"El ataque básico inflige 1 de veneno y 1 de hemorragia.
Los ataques físicos a enemigos que sufren veneno o hemorragia infligen +1 de veneno o hemorragia.",Vos attaques de base infligent Poison&nbsp;+1&nbsp;et Saignement&nbsp;+1. Vos attaques physiques sur les ennemis affectés par Poison ou Saignement infligent Poison et/ou Saignement&nbsp;+1.,"Dein Grundangriff verursacht Gift&nbsp;1 und Blutung&nbsp;1.
Deine physischen Angriffe verursachen bei vergifteten oder blutenden Gegnern +1&nbsp;Gift und/oder Blutung.","Il tuo attacco base infligge +1 Veleno e/o Sanguinamento.
I tuoi attacchi fisici contro nemici affetti da Avvelenamento o Sanguinamento infliggono +1 Veleno e/o Sanguinamento.","Seu ataque básico aplica veneno 1 e sangramento 1.
Seus ataques físicos em inimigos envenenados ou com sangramento aplicam +1 de veneno e/ou sangramento.","你的基礎攻擊造成中毒1和流血1。
你對中毒或流血敵人的物理攻擊會額外附加 +1 點中毒和/或流血。"
PASSIVE_LATEBLOOMER_NAME,迟缓成长者,,Floración tardía,Maturité tardive,Spätzünder,Maturazione Lenta,Amadurecimento Tardio,遲緩成長者
PASSIVE_LATEBLOOMER_DESC,在你的第5回合，获得全属性提升3。,,"En el quinto turno, obtiene 3 de aumento total.","À votre 5e&nbsp;tour, vous gagnez Hausse de stats&nbsp;+3.",Erhalte in deinem fünften Zug einen Bonus von 3 auf alle Attribute.,"Al tuo quinto turno, ottieni Aumento delle Statistiche 3.","No seu quinto turno, obtenha todos os atributos aumentados 3.",在你的第5回合，獲得全屬性提升3。
PASSIVE_LATEBLOOMER2_DESC,在你的第3回合，获得全属性提升3。,,"En el tercer turno, obtiene 3 de aumento total.","À votre 3e&nbsp;tour, vous gagnez Hausse de stats&nbsp;+3.",Erhalte in deinem dritten Zug einen Bonus von 3 auf alle Attribute.,"Al tuo terzo turno, ottieni Aumento delle Statistiche 3.","No seu terceiro turno, obtenha todos os atributos aumentados 3.",在你的第3回合，獲得全屬性提升3。
PASSIVE_STUDY_NAME,研究,,Estudio,Étude,Forscher,Studio,Estudo,研究
PASSIVE_STUDY_DESC,每当你用攻击或技能击中一种新类型的单位时，获得 +1 [img:int]。,,Obtiene +1 [img:int] cuando golpea a un tipo de unidad nuevo con un ataque o una habilidad.,[img:int]&nbsp;+1&nbsp;quand vous touchez un nouveau type d'unité avec une attaque ou une compétence.,"Erhalte +1&nbsp;[img:int], wenn du einen neuen Einheitentyp mit einem Angriff oder einer Fähigkeit triffst.",Ottieni +1 all'[img:int] ogni volta che colpisci un nuovo tipo di unità con un attacco o un'abilità.,Obtenha +1 de [img:int] sempre que atingir um novo tipo de unidade com um ataque ou habilidade.,每當你用攻擊或技能擊中一種新類型的單位時，獲得 +1 [img:int]。
PASSIVE_STUDY2_DESC,每当你用攻击或技能击中一种新类型的单位时，获得 +1 [img:int]。该类型的所有敌人变为标记状态。,,Obtiene +1 [img:int] cuando golpea a un tipo de unidad nuevo con un ataque o una habilidad. Todos los enemigos de ese tipo sufren punto de mira.,[img:int]&nbsp;+1&nbsp;quand vous touchez un nouveau type d'unité avec une attaque ou une compétence. Tous les ennemis du même type sont Marqués.,"Erhalte +1&nbsp;[img:int], wenn du einen neuen Einheitentyp mit einem Angriff oder einer Fähigkeit triffst. Alle Einheiten dieses Typs werden markiert.",Ottieni +1 all'[img:int] ogni volta che colpisci un nuovo tipo di unità con un attacco o un'abilità. Tutti i nemici di quel tipo subiscono Marchio.,Obtenha +1 de [img:int] sempre que atingir um novo tipo de unidade com um ataque ou habilidade. Aplique marcação em todos os inimigos daquele tipo.,每當你用攻擊或技能擊中一種新類型的單位時，獲得 +1 [img:int]。該類型的所有敵人變爲標記狀態。
PASSIVE_SKILLSHARE_NAME,技能共享,,Habilidad compartida,Partage de compétences,Fähigkeiten teilen,Abilità Condivisa,Compartilhamento de Habilidades,技能共享
PASSIVE_SKILLSHARE_DESC,你的另一个被动技能将在每场战斗开始时与队伍中的其他猫共享。,,La otra habilidad pasiva se comparte con el resto del grupo al inicio de cada combate.,Votre autre compétence passive est partagée avec les autres chats de votre équipe au début de chaque combat.,Deine andere Passivfähigkeit wird am Anfang jedes Kampfes mit den anderen Katzen deiner Gruppe geteilt.,L'altra tua abilità passiva viene condivisa con gli altri gatti del tuo gruppo all'inizio di ogni battaglia.,Sua outra habilidade passiva é compartilhada com os outros gatos do seu grupo no início de cada batalha.,你的另一個被動技能將在每場戰鬥開始時與隊伍中的其他貓共享。
PASSIVE_SKILLSHARE2_DESC,你的另一个被动技能将在每场战斗开始时与队伍中的其他猫共享。繁殖时，你的子代将始终继承你的另一个被动技能。,,"La otra habilidad pasiva se comparte con el resto del grupo al inicio de cada combate. Al criar, los gatitos siempre heredarán la otra pasiva.",Votre autre compétence passive est partagée avec les autres chats de votre équipe au début de chaque combat. Votre progéniture héritera toujours de votre autre passif.,Deine andere Passivfähigkeit wird am Anfang jedes Kampfes mit den anderen Katzen deiner Gruppe geteilt. Beim Züchten erhalten deine Kinder immer deine andere Passivfähigkeit.,"L'altra tua abilità passiva viene condivisa con gli altri gatti del tuo gruppo all'inizio di ogni battaglia. Durante la riproduzione, i tuoi cuccioli erediteranno sempre l'altra abilità passiva.","Sua outra habilidade passiva é compartilhada com os outros gatos do seu grupo no início de cada batalha. Ao procriar, seus filhos vão sempre herdar sua outra habilidade passiva.",你的另一個被動技能將在每場戰鬥開始時與隊伍中的其他貓共享。繁殖時，你的子代將始終繼承你的另一個被動技能。
PASSIVE_NATURALHEALING_NAME,自然治愈,,Sanación natural,Guérison naturelle,Natürliche Heilung,Guarigione Naturale,Cura Natural,自然治癒
PASSIVE_NATURALHEALING_DESC,你拥有 +1 生命值回复,,Tiene +1 de regeneración de salud.,Régénération de santé&nbsp;+1.,Du hast +1&nbsp;Lebensregeneration.,Hai +1 a Rigenerazione Salute.,Você possui +1 de regeneração de saúde.,你擁有 +1 生命值回覆
PASSIVE_NATURALHEALING2_DESC,"你拥有 +2 生命值回复
邻近的盟友获得 +1 生命值回复",,"Tiene +2 de regeneración de salud.
Los aliados adyacentes obtienen +1 de regeneración de salud.",Régénération de santé&nbsp;+2. Les alliés adjacents bénéficient de Régénération de santé&nbsp;+1.,"Du hast +2&nbsp;Lebensregeneration.
Benachbarte Verbündete erhalten +1&nbsp;Lebensregeneration.","Hai +2 a Rigenerazione Salute.
Gli alleati adiacenti ottengono +1 a Rigenerazione Salute.","Você possui +2 de regeneração de saúde.
Aliados adjacentes obtêm +1 de regeneração de saúde.","你擁有 +2 生命值回覆
鄰近的盟友獲得 +1 生命值回覆"
PASSIVE_LONGSHOT_NAME,远程射击,,Tiro largo,Tir à distance,Langschuss,Colpo a Distanza,Tiro Distante,遠程射擊
PASSIVE_LONGSHOT_DESC,+1 攻击范围。,,+1 de alcance.,Portée&nbsp;+1.,+1&nbsp;Reichweite.,+1 al Raggio d'Azione.,+1 de alcance.,+1 攻擊範圍。
PASSIVE_LONGSHOT2_DESC,"+2 射程。
你的远程攻击拥有 +25% 暴击率。",,"+2 de alcance.
Los ataques a distancia tienen un +25 % de probabilidad de golpe crítico.",Portée&nbsp;+2. Vos attaques à distance ont Chances de coup critique&nbsp;+25&nbsp;%.,"+2&nbsp;Reichweite.
Dein Fernkampfangriff hat +25&nbsp;% kritische Trefferchance.","+2 al Raggio d'Azione.
I tuoi attacchi a distanza hanno +25% di probabilità di colpo critico.","+2 de alcance.
Seus ataques à distância possuem +25% de chance de crítico.","+2 射程。
你的遠程攻擊擁有 +25% 暴擊率。"
PASSIVE_FASTFOOTED_NAME,快速步伐,,Patitas rapiditas,Pattes vives,Schnelle Fußarbeit,Passi Rapidi,Pés Velozes,快速步伐
PASSIVE_FASTFOOTED_DESC,你免疫负面地形效果。,,Es inmune a los efectos negativos de las casillas.,Les effets de case négatifs ne vous affectent pas.,Du bist immun gegen negative Feldeffekte.,Sei immune agli effetti negativi delle caselle.,Você é imune a efeitos de espaço negativos.,你免疫負面地形效果。
PASSIVE_FASTFOOTED2_DESC,"你免疫负面地形效果。
你可以穿越单位和物体。",,"Es inmune a los efectos negativos de las casillas.
Se puede mover a través de unidades y objetos.",Les effets de case négatifs ne vous affectent pas. Vous pouvez traverser les unités et les objets.,"Du bist immun gegen negative Feldeffekte.
Du kannst dich durch Einheiten und Objekte bewegen.","Sei immune agli effetti negativi delle caselle.
Puoi muoverti attraverso unità e oggetti.","Você é imune a efeitos de espaço negativos.
Você pode se mover através de unidades e objetos.","你免疫負面地形效果。
你可以穿越單位和物體。"
PASSIVE_SLUGGER_NAME,打手,,Bateador,Castagne,Raufbold,Buttafuori,Rebatedor,打手
PASSIVE_SLUGGER_DESC,+1 伤害。,,+1 de daño.,Dégâts&nbsp;+1.,+1&nbsp;Schaden.,+1 al Danno.,+1 de dano.,+1 傷害。
PASSIVE_SLUGGER2_DESC,+3 伤害。,,+3 de daño.,Dégâts&nbsp;+3.,+3&nbsp;Schaden.,+3 al Danno.,+3 de dano.,+3 傷害。
PASSIVE_PULP_NAME,肉浆,,Destrucción,Viande,Brei,Polpa,Mingau,肉漿
PASSIVE_PULP_DESC,当你击杀一个单位或销毁尸体时，它会变成肉。,,"Al matar una unidad o destruir un cadáver, se convierte en carne.","Quand vous tuez une unité ou détruisez un cadavre, il devient de la viande.","Wenn du eine Einheit tötest oder eine Leiche zerstörst, wird sie zu Fleisch.","Quando uccidi un'unità o distruggi un cadavere, diventa carne.","Ao matar uma unidade ou destruir um corpo, eles se tornam carne.",當你擊殺一個單位或銷燬屍體時，它會變成肉。
PASSIVE_PULP2_DESC,"+4 伤害。
当你击杀一个单位或摧毁一个尸体时，它会变成肉。",,"+4 de daño.
Al matar una unidad o destruir un cadáver, se convierte en carne.","Dégâts&nbsp;+4. Quand vous tuez une unité ou détruisez un cadavre, il devient de la viande.","+4&nbsp;Schaden.
Wenn du eine Einheit tötest oder eine Leiche zerstörst, wird sie zu Fleisch.","+4 al Danno.
Quando uccidi un'unità o distruggi un cadavere, diventa carne.","+4 de dano.
Ao matar uma unidade ou destruir um corpo, eles se tornam carne.","+4 傷害。
當你擊殺一個單位或摧毀一個屍體時，它會變成肉。"
PASSIVE_AMPLIFY_NAME,放大,,Amplificación,Amplification,Verstärker,Intensificazione,Amplificação,放大
PASSIVE_AMPLIFY_DESC,+1 魔法伤害。,,+1 de daño mágico.,Dégâts magiques&nbsp;+1.,+1&nbsp;magischer Schaden.,+1 al Danno Magico.,+1 de dano mágico.,+1 魔法傷害。
