KEY,en,notes,sp,fr,de,it,pt-br,zh
MUTATION_BODY_322_DESC,每場戰鬥結束時獲得一個額外的消耗品。,,Obtiene un objeto consumible extra al final de cada combate.,Vous obtenez un objet consommable bonus à la fin de chaque combat.,Erhalte am Ende jeden Kampfes einen zusätzlichen Gebrauchsgegenstand.,Ottieni un oggetto consumabile aggiuntivo alla fine di ogni battaglia.,Obtenha um item consumível adicional no final de cada batalha.,每場戰鬥結束時獲得一個額外的消耗品。
MUTATION_BODY_323_DESC,踐踏。受傷時，向隨機方向移動1格。,,"Pisotea. Al sufrir daño, se mueve 1 casilla en una dirección al azar.","Piétinement. Quand vous subissez des dégâts, vous vous déplacez d'1&nbsp;case dans n'importe quelle direction.","Trampel. Wenn du Schaden erleidest, bewegst du dich 1&nbsp;Feld in eine zufällige Richtung.","Calpestamento. Quando subisci danno, ti muovi di 1 casella in una direzione casuale.","Atropelamento. Ao sofrer dano, mova-se 1 espaço em uma direção aleatória.",踐踏。受傷時，向隨機方向移動1格。
MUTATION_BODY_324_DESC,擊殺時獲得+1射程。,,Obtiene +1 de alcance al matar a una unidad.,Portée +1&nbsp;quand vous tuez un ennemi.,"Erhalte +1&nbsp;Reichweite, wenn du etwas tötest.",Ottieni +1 al raggio d'azione quando uccidi qualcuno.,Obtenha +1 de alcance ao realizar uma baixa.,擊殺時獲得+1射程。
MUTATION_BODY_703_DESC,每場戰鬥開始時帶有擦傷1。,,Empieza cada combate con 1 de moratón.,Vous débutez chaque combat avec Contusion +1.,Beginne jeden Kampf mit Beulen&nbsp;1.,Inizi ogni battaglia con Livido 1.,Inicie cada batalha com contusão 1.,每場戰鬥開始時帶有擦傷1。
MUTATION_BODY_750_DESC,+1 荊棘。,,+1 de espinas. ,Épines +1. ,+1&nbsp;Dornen. ,+1 Spine.,+1 de espinhos.,+1 荊棘。
MUTATION_BODY_758_DESC,開始時擁有+1額外攻擊。,,Empieza con +1 de bonificación de ataque.,Vous débutez avec Attaque bonus +1.,Beginne jeden Kampf mit +1&nbsp;Bonusangriff.,Inizi con +1 Attacco Bonus.,Inicie com +1 de bônus de ataque.,開始時擁有+1額外攻擊。
//ears,,,,,,,,
MUTATION_EARS_302_DESC,潮溼時生命值和法力值回覆+1。,,+1 de regeneración de salud y de maná cuando esta unidad está mojada.,"Mouillé, PV +1&nbsp;et Régénération de mana +1.","+1&nbsp;Lebens- und Manaregeneration, während du nass bist.",+1 a Rigenerazione Salute e Mana quando ti bagni.,+1 de regeneração de saúde e mana ao se molhar.,潮溼時生命值和法力值回覆+1。
MUTATION_EARS_303_DESC,如果你的普通攻擊是近戰攻擊，則添加+1擊退。,,Añade +1 de retroceso al ataque básico si es cuerpo a cuerpo.,"Si votre attaque de base est au corps à corps, elle bénéficie de Recul +1.","Fügt deinem Grundangriff +1&nbsp;Rückstoß zu, wenn es ein Nahkampfangriff ist.",Aggiunge +1 Contraccolpo al tuo attacco base se è corpo a corpo.,Adiciona +1 de empurrão ao seu ataque básico se ele for do tipo corpo-a-corpo.,如果你的普通攻擊是近戰攻擊，則添加+1擊退。
MUTATION_EARS_309_DESC,普通攻擊附加+1流血。,,Añade +1 de hemorragia al ataque básico.,Votre attaque de base bénéficie de Saignement +1.,Fügt deinem Grundangriff +1&nbsp;Blutung zu.,Aggiunge +1 Sanguinamento al tuo attacco base.,Adiciona +1 de sangramento ao seu ataque básico.,普通攻擊附加+1流血。
MUTATION_EARS_313_DESC,如果你的普通攻擊是近戰攻擊，則添加+1擊退。,,Añade +1 de retroceso al ataque básico si es cuerpo a cuerpo.,"Si votre attaque de base est au corps à corps, elle bénéficie de Recul +1.","Fügt deinem Grundangriff +1&nbsp;Rückstoß zu, wenn es ein Nahkampfangriff ist.",Aggiunge +1 Contraccolpo al tuo attacco base se è corpo a corpo.,Adiciona +1 de empurrão ao seu ataque básico se ele for do tipo corpo-a-corpo.,如果你的普通攻擊是近戰攻擊，則添加+1擊退。
MUTATION_EARS_314_DESC,荊棘 1。你的基礎攻擊如果是近戰，則會造成流血效果。,,1 de espinas. El ataque básico inflige hemorragia si es cuerpo a cuerpo.,"Épines 1. Si votre attaque de base est au corps à corps, elle inflige Saignement.","Dornen&nbsp;1. Dein Grundangriff verursacht Blutung, wenn es ein Nahkampfangriff ist.",Spine 1. Il tuo attacco base infligge Sanguinamento se è corpo a corpo.,Espinhos 1. Seu ataque básico aplica sangramento se for do tipo corpo-a-corpo.,荊棘 1。你的基礎攻擊如果是近戰，則會造成流血效果。
MUTATION_EARS_315_DESC,每回合有50%幾率召喚一隻魅惑飛蟲。開始時帶有中毒 1。,,50 % de probabilidad de generar una mosca embrujada en cada turno. Empieza con 1 de veneno.,50&nbsp;% de chances d'invoquer une mouche envoûtée à chaque tour. Vous débutez avec Poison +1.,"Je Zug 50&nbsp;% Wahrscheinlichkeit, dass eine freundliche Fliege erscheint. Beginne jeden Kampf mit Gift&nbsp;1.",50% di probabilità di generare una Mosca Ammaliata ogni turno. Inizi con Veleno 1.,50% de chance de gerar uma mosca enfeitiçada a cada turno. Inicie com veneno 1.,每回合有50%幾率召喚一隻魅惑飛蟲。開始時帶有中毒 1。
MUTATION_EARS_316_DESC,你可以看見隱藏的東西。5%閃避幾率。,,Puede ver cosas ocultas. 5 % de probabilidad de esquiva.,Vous pouvez voir des choses cachées. Chances d'esquive +5&nbsp;%.,Du kannst versteckte Dinge sehen. 5&nbsp;% Ausweichchance.,Puoi vedere oggetti nascosti. 5% di probabilità di schivare.,Você pode ver coisas ocultas. 5% de chance de esquiva.,你可以看見隱藏的東西。5%閃避幾率。
MUTATION_EARS_317_DESC,每當你擊倒一個單位時，有10%幾率以50%生命值復活該單位。,,"Cuando abate a una unidad, tiene un 10 % de probabilidad de reanimarla con un 50 % de sus PS.","Quand vous tuez une unité, vous avez 10&nbsp;% de chances de la réanimer avec 50&nbsp;% de ses PV.","Immer, wenn eine Einheit durch dich in Ohnmacht fällt, besteht eine 10%ige Wahrscheinlichkeit, dass du diese Einheit mit 50&nbsp;% LP wiederbelebst.","Ogni volta che mandi KO un'unità, hai un 10% di probabilità di rianimarla con il 50% di PS.","Sempre que você derrubar uma unidade, obtenha uma chance de 10% de reanimá-la com 50% de PV.",每當你擊倒一個單位時，有10%幾率以50%生命值復活該單位。
MUTATION_EARS_318_DESC,你在溼潤時擁有防禦 1。,,Tiene 1 de refuerzo cuando esta unidad está mojada.,"Mouillé, vous bénéficiez de Garde +1.","Während du nass bist, erhältst du Wappnen&nbsp;1.",Hai Guardia 1 quando ti bagni.,Você possui preparação 1 ao se molhar.,你在溼潤時擁有防禦 1。
MUTATION_EARS_319_DESC,受到傷害時獲得 +1 充能。,,Obtiene +1 de carga al sufrir daño.,Charge +1&nbsp;quand vous subissez des dégâts.,"Erhalte +1&nbsp;Ladung, wenn du Schaden erleidest.",Ottieni +1 Carica quando subisci danno.,Obtenha +1 de carga ao sofrer dano.,受到傷害時獲得 +1 充能。
MUTATION_EARS_320_DESC,+1 動能尖刺。,,+1 de pinchos cinéticos.,Pics cinétiques +1.,+1&nbsp;Kinetiknadeln.,+1 Spuntoni Cinetici.,+1 de espinhos cinéticos.,+1 動能尖刺。
MUTATION_EARS_321_DESC,接觸到你的單位會被擊退1格。,,Las unidades que entren en contacto con esta retroceden 1 casilla.,Les unités qui vous touchent subissent Recul +1.,"Einheiten, die dich berühren, werden 1&nbsp;Feld zurückgestoßen.",Le unità che ti toccano vengono respinte indietro di 1 casella.,Unidades que entram em contato com você são empurradas 1 espaço para trás.,接觸到你的單位會被擊退1格。
MUTATION_EARS_323_DESC,當你的基礎攻擊造成傷害時，回覆1生命值。,,Obtiene 1 PS cuando el ataque básico inflige daño.,PV +1&nbsp;quand votre attaque de base inflige des dégâts.,"Erhalte 1&nbsp;LP, wenn dein Grundangriff Schaden verursacht.",Ottieni 1 PS quando il tuo attacco base infligge danno.,Obtenha 1 PV sempre que seu ataque básico causar dano.,當你的基礎攻擊造成傷害時，回覆1生命值。
MUTATION_EARS_325_DESC,如果你處於溼潤狀態，回合結束時獲得 +1 充能 和 +1 [img:shield]。,,"Si esta unidad está mojada, obtiene +1 de carga y +1 [img:shield] al final del turno.","Mouillé, Charge +1&nbsp;et [img:shield] +1&nbsp;à la fin de votre tour.","Wenn du nass bist, erhältst du am Ende deines Zuges +1&nbsp;Ladung und +1&nbsp;[img:shield].","Se ti bagni, ottieni +1 Carica e +1 allo [img:shield] alla fine del tuo turno.","Se você se molhar, obtenha +1 carga e +1 de [img:shield] no final do seu turno.",如果你處於溼潤狀態，回合結束時獲得 +1 充能 和 +1 [img:shield]。
MUTATION_EARS_326_DESC,每回合有5%幾率召喚一隻蛆蟲寵物。,,5 % de probabilidad de generar un familiar gusano en cada turno.,5&nbsp;% de chances d'invoquer un asticot de compagnie à chaque tour.,"Je Zug 5&nbsp;% Wahrscheinlichkeit, dass ein freundlicher Madenbegleiter erscheint.",5% di probabilità di generare un famiglio Larva ogni turno.,5% de chance de gerar um familiar verme a cada turno.,每回合有5%幾率召喚一隻蛆蟲寵物。
MUTATION_EARS_327_DESC,每場戰鬥中會額外生成一次食物拾取。,,Se generará un recogible de comida extra en cada combate.,De la nourriture bonus apparaît à chaque combat.,In jedem Kampf erscheint ein zusätzlicher Essensgegenstand.,Verrà generato un raccoglibile Cibo aggiuntivo in ogni battaglia.,Um alimento coletável extra é gerado em cada batalha.,每場戰鬥中會額外生成一次食物拾取。
MUTATION_EARS_328_DESC,受到傷害時以及被擊中時有5%幾率石化。,,5 % de probabilidad de provocar petrificación al infligir daño o al recibir un golpe.,5&nbsp;% de chances d'infliger Pétrification quand vous infligez ou subissez des dégâts.,"5%ige Wahrscheinlichkeit zu versteinern, wenn du Schaden verursachst oder erleidest.",5% di probabilità di infliggere Pietrificazione quando infliggi danno o ti colpiscono.,5% de chance de petrificar ao causar ou sofrer dano.,受到傷害時以及被擊中時有5%幾率石化。
MUTATION_EARS_329_DESC,你的基礎攻擊會留下水域地形。,,El ataque básico deja casillas de agua.,Votre attaque de base crée des cases d'eau.,Dein Grundangriff hinterlässt Wasserfelder.,Il tuo attacco base lascia delle caselle d'acqua.,Seu ataque básico deixa espaços de água.,你的基礎攻擊會留下水域地形。
MUTATION_EARS_330_DESC,荊棘 1。接觸你的單位有10%幾率被定身。,,1 de espinas. 10 % de probabilidad de infligir inmovilización a las unidades que entren en contacto con esta.,Épines +1. 10&nbsp;% de chances d'infliger Immobilisation aux unités qui vous touchent.,"Dornen&nbsp;1. 10%ige Wahrscheinlichkeit, Einheiten, die dich berühren, Unbeweglich zu machen.",Spine 1. 10% di probabilità di infliggere Immobilizzazione alle unità che ti toccano.,Espinhos 1. 10% de chance de aplicar imobilidade em unidades que entrarem em contato com você.,荊棘 1。接觸你的單位有10%幾率被定身。
MUTATION_EARS_331_DESC,你的基礎攻擊擁有 +1 擊退。,,El ataque básico tiene +1 de retroceso.,Votre attaque de base bénéficie de Recul +1.,Dein Grundangriff hat +1&nbsp;Rückstoß.,Il tuo attacco base ha +1 Contraccolpo.,Seu ataque básico possui +1 de empurrão.,你的基礎攻擊擁有 +1 擊退。
MUTATION_EARS_332_DESC,防禦 1。,,1 de refuerzo.,Garde +1.,Wappnen&nbsp;1.,Guardia 1.,Preparação 1.,防禦 1。
MUTATION_EARS_334_DESC,每場戰鬥開始時，在地圖上隨機格子生成1-3個額外的硬幣/廢品。,,Genera 1-3 monedas/chatarra más en casillas del mapa al azar al inicio de cada combate.,Fait apparaître 1&nbsp;à 3&nbsp;pièces/ferrailles sur des cases aléatoires au début de chaque combat.,Lasse am Anfang jeden Kampfes 1&nbsp;– 3 zusätzliche Münzen/Schrott auf zufälligen Feldern erscheinen.,Generi 1-3 monete/rottami in più in giro per la mappa su caselle casuali all'inizio di ogni battaglia.,Gera 1-3 moedas/sucatas a mais em espaços aleatórios do mapa no início de cada batalha.,每場戰鬥開始時，在地圖上隨機格子生成1-3個額外的硬幣/廢品。
MUTATION_EARS_335_DESC,開始時帶有流血 1 並額外進行一次攻擊。,,Empieza con 1 de hemorragia y una bonificación de ataque.,Vous débutez avec Saignement +1&nbsp;et une attaque bonus.,Beginne jeden Kampf mit Blutung&nbsp;1 und einem Bonusangriff.,Inizi con Sanguinamento 1 e un attacco bonus.,Inicie com sangramento 1 e um ataque bônus.,開始時帶有流血 1 並額外進行一次攻擊。
MUTATION_EARS_336_DESC,如果你沒有使用移動動作，回合結束時獲得3法力值。,,Obtiene 3 de maná al final del turno si no ha usado la acción de movimiento.,Vous confère 3&nbsp;mana à la fin de votre tour si vous n'avez pas utilisé votre action de déplacement.,"Wenn du deine Bewegungsaktion nicht genutzt hast, erhältst du am Ende deines Zuges 3&nbsp;Mana.",Ottieni 3 mana alla fine del tuo turno se non hai usato la tua azione di movimento.,Você obtém 3 de mana no final de seu turno se não utilizar sua ação de movimento.,如果你沒有使用移動動作，回合結束時獲得3法力值。
MUTATION_EARS_337_DESC,你的普通攻擊造成燃燒 1。,,El ataque básico inflige 1 de quemadura.,Votre attaque de base inflige Brûlure +1.,Dein Grundangriff verursacht Verbrennung&nbsp;1.,Il tuo attacco base infligge Bruciatura 1.,Seu ataque básico aplica queimadura 1.,你的普通攻擊造成燃燒 1。
MUTATION_EARS_338_DESC,你的基礎攻擊有15%幾率造成冰凍。,,El ataque básico tiene un 15 % de probabilidad de infligir congelación.,Votre attaque de base a 15&nbsp;% de chances d'infliger Gel.,"Dein Grundangriff hat eine 15%ige Wahrscheinlichkeit, Frost zu verursachen.",Il tuo attacco base ha un 15% di probabilità di infliggere Congelamento.,Seu ataque básico possui 15% de chance de aplicar congelamento.,你的基礎攻擊有15%幾率造成冰凍。
MUTATION_EARS_339_DESC,你具有電擊免疫。,,Es inmune a la electricidad.,Vous bénéficiez d'Immunité à l'électricité.,Du bist immun gegen Elektrizität.,Hai immunità all'elettricità.,Você possui imunidade elétrica.,你具有電擊免疫。
MUTATION_EARS_341_DESC,受到攻擊時有10%幾率後空翻。,,10 % de probabilidad de dar un mortal hacia atrás cuando es objetivo de alguien.,10&nbsp;% de chances d'effectuer un salto arrière quand vous êtes la cible d'une attaque.,"10&nbsp;% Wahrscheinlichkeit, einen Rückwärtssalto auszuführen, wenn ein Gegner auf dich zielt.",10% di probabilità di fare un Salto Mortale all'Indietro quando ti prendono di mira.,10% de chance de realizar um mortal para trás ao entrar na mira de alguém.,受到攻擊時有10%幾率後空翻。
MUTATION_EARS_342_DESC,受到傷害時有20%幾率召喚迷惑跳蚤。,,20 % de probabilidad de generar una pulga embrujada al sufrir daño.,"Quand vous subissez des dégâts, 20&nbsp;% de chances qu'une puce envoûtée soit invoquée.","20&nbsp;% Wahrscheinlichkeit, dass eine freundliche Fliege erscheint, wenn du Schaden erleidest.",20% di probabilità di generare una Pulce Ammaliata quando subisci danno.,20% de chance de gerar uma pulga enfeitiçada ao sofrer dano.,受到傷害時有20%幾率召喚迷惑跳蚤。
MUTATION_EARS_343_DESC,荊棘 1。,,1 de espinas.,Épines +1.,Dornen&nbsp;1.,Spine 1.,Espinhos 1.,荊棘 1。
MUTATION_EARS_344_DESC,瀕死時生成一隻魅惑小貓寵物。,,Genera un familiar gatito embrujado cuando cae en combate.,"Quand vous êtes mis K.O., un chaton envoûté de compagnie est invoqué.","Lasse einen freundlichen Katzenbegleiter erscheinen, wenn du in Ohnmacht fällst.",Generi un famiglio Gattino Ammaliato quando vai KO.,Gere um filhotinho de gato enfeitiçado ao ficar inconsciente.,瀕死時生成一隻魅惑小貓寵物。
MUTATION_EARS_345_DESC,接觸或攻擊你的單位有15%幾率被迷惑。,,Las unidades que entren en contacto con esta o la ataquen tienen un 15 % de probabilidad de sufrir embrujo.,Les unités qui vous touchent ou vous attaquent ont 15&nbsp;% de chances de subir Envoûtement.,"Einheiten, die dich berühren oder angreifen, erleiden mit einer 15%igen Wahrscheinlichkeit Charme.",Le unità che ti toccano o ti attaccano hanno il 15% di probabilità di essere Ammaliate.,Unidades que entrarem em contato com você ou lhe atacarem possuem uma chance de 15% de serem enfeitiçadas.,接觸或攻擊你的單位有15%幾率被迷惑。
MUTATION_EARS_750_DESC,你的移動動作是跳躍。,,La acción de movimiento se convierte en un salto.,Votre action de déplacement devient Saut.,Deine Bewegungsaktion wird zu einem Sprung.,La tua azione di movimento è un salto.,Sua ação de movimento é um salto.,你的移動動作是跳躍。
MUTATION_EARS_751_DESC,+10% 閃避幾率。,,+10 % de probabilidad de esquiva.,Chances d'esquive +10&nbsp;%.,+10&nbsp;% Ausweichchance.,+10% di probabilità di schivata.,+10% de chance de esquiva.,+10% 閃避幾率。
MUTATION_EARS_752_DESC,潮溼時傷害加2。,,Esta unidad tiene +2 de daño cuando está mojada.,"Mouillé, Dégâts +2.","Während du nass bist, erhältst du +2&nbsp;Schaden.",Hai +2 al Danno quando ti bagni.,Você possui +2 de dano ao se molhar.,潮溼時傷害加2。
MUTATION_EARS_753_DESC,+1擊退傷害。你的基礎攻擊擊退加1。,,+1 de daño de retroceso. El ataque básico tiene +1 de retroceso.,Dégâts de recul +1. Votre attaque de base bénéficie de Recul +1.,+1&nbsp;Rückstoßschaden. Dein Grundangriff hat +1&nbsp;Rückstoß.,+1 al danno da Contraccolpo. Il tuo attacco base ha +1 Contraccolpo.,+1 de dano de empurrão. Seu ataque básico possui +1 de empurrão.,+1擊退傷害。你的基礎攻擊擊退加1。
MUTATION_EARS_754_DESC,你造成的電擊傷害增加1。,,Aumenta en 1 el daño eléctrico que inflige.,Dégâts électriques infligés +1.,"Elektrischer Schaden, den du verursachst, ist um 1 erhöht.",Il danno elettrico che infliggi aumenta di 1.,O dano elétrico causado por você é aumentado em 1.,你造成的電擊傷害增加1。
MUTATION_EARS_755_DESC,每次施法時獲得+1充能。,,Obtiene +1 de carga cada vez que lanza un hechizo.,Charge +1&nbsp;chaque fois que vous lancez un sort.,"Erhalte jedes Mal, wenn du einen Zauber wirkst, +1&nbsp;Ladung.",Ottieni +1 Carica ogni volta che lanci un incantesimo.,Ganhe +1 carga toda vez que lançar um encantamento.,每次施法時獲得+1充能。
MUTATION_EARS_900_DESC,+10% 閃避幾率。,,+10 % de probabilidad de esquiva.,Chances d'esquive +10&nbsp;%.,+10&nbsp;% Ausweichchance.,+10% di probabilità di schivata.,+10% de chance de esquiva.,+10% 閃避幾率。
MUTATION_EARS_1500_DESC,+2% 閃避幾率,,+2 % de probabilidad de esquiva.,Chances d'esquive +2&nbsp;%.,+2&nbsp;% Ausweichchance.,+2% di probabilità di schivata.,+2% de chance de esquiva.,+2% 閃避幾率
MUTATION_EARS_703_DESC,每場戰鬥開始時獲得混亂 2。,,Empieza cada combate con 2 de confusión.,Vous débutez chaque combat avec Confusion +2.,Beginne jeden Kampf mit Verwirrung&nbsp;2.,Inizi ogni battaglia con Confusione 2.,Inicie cada batalha com confusão 2.,每場戰鬥開始時獲得混亂 2。
MUTATION_EARS_704_DESC,每場戰鬥開始時獲得固定 1。,,Empieza cada combate con 1 de inmovilización.,Vous débutez chaque combat avec Immobilisation +1.,Beginne jeden Kampf mit Unbeweglich&nbsp;1.,Inizi ogni battaglia con Immobilizzazione 1.,Inicie cada batalha com imobilidade 1.,每場戰鬥開始時獲得固定 1。
//eyebrows,,,,,,,,
MUTATION_EYEBROWS_301_DESC,接觸或攻擊你的單位有10%幾率被混亂。,,10 % de probabilidad de infligir confusión a las unidades que entren en contacto con esta o la ataquen.,10&nbsp;% de chances d'infliger Confusion aux unités qui vous touchent ou vous attaquent.,"Einheiten, die dich berühren oder angreifen, erleiden mit einer 10%igen Wahrscheinlichkeit Verwirrung.",Hai un 10% di probabilità di infliggere Confusione alle unità che ti toccano o ti attaccano.,10% de chance de aplicar confusão em unidades que entram em contato com você ou lhe atacam.,接觸或攻擊你的單位有10%幾率被混亂。
MUTATION_EYEBROWS_306_DESC,接觸或攻擊你的單位有5%幾率被恐懼。,,Tiene un 5 % de probabilidad de infligir miedo a las unidades que entren en contacto con esta o la ataquen.,5&nbsp;% de chances d'infliger Peur aux unités qui vous touchent ou vous attaquent.,"Einheiten, die dich berühren oder angreifen, erleiden mit einer 5%igen Wahrscheinlichkeit Angst.",Hai un 5% di probabilità di infliggere Paura alle unità che ti toccano o ti attaccano.,Você possui 5% de chance de aplicar medo em unidades que entram em contato com você ou lhe atacam.,接觸或攻擊你的單位有5%幾率被恐懼。
MUTATION_EYEBROWS_307_DESC,+1 法力值回覆。 +1 生命值回覆。,,+1 de regeneración de maná. +1 de regeneración de salud.,"Régénération de mana +1, Régénération de PV +1.",+1&nbsp;Manaregeneration. +1&nbsp;Lebensregeneration.,+1 Rigenerazione Mana. +1 Rigenerazione Salute.,+1 de regeneração de mana. +1 de regeneração de saúde.,+1 法力值回覆。 +1 生命值回覆。
MUTATION_EYEBROWS_309_DESC,+1 荊棘。,,+1 de espinas.,Épines +1.,+1&nbsp;Dornen.,+1 Spine.,+1 de espinhos.,+1 荊棘。
MUTATION_EYEBROWS_310_DESC,+1 攻擊範圍。,,+1 de alcance.,Portée +1.,+1&nbsp;Reichweite.,+1 al raggio d'azione.,+1 de alcance.,+1 攻擊範圍。
MUTATION_EYEBROWS_311_DESC,當你每回合施放第三個法術時，治療2點生命值。,,Recupera 2 PS al lanzar el tercer hechizo de cada turno.,"Après avoir lancé votre 3e sort chaque tour, vous récupérez 2&nbsp;PV.","Heile dich um 2&nbsp;LP, wenn du deinen dritten Zauber in einem Zug wirkst.","Quando lanci il tuo terzo incantesimo di ogni turno, recuperi 2 PS.",Cure 2 PV ao lançar seu terceiro encantamento em cada turno.,當你每回合施放第三個法術時，治療2點生命值。
MUTATION_EYEBROWS_313_DESC,每場戰鬥生成1-2個額外拾取物。,,Genera 1-2 recogibles extras en cada combate.,Fait apparaître 1&nbsp;à 2&nbsp;ressources bonus à chaque combat.,Lasse in jedem Kampf 1&nbsp;– 2 zusätzliche Gegenstände erscheinen.,Generi 1-2 oggetti aggiuntivi in ogni battaglia.,Gera 1-2 coletáveis adicionais em cada batalha.,每場戰鬥生成1-2個額外拾取物。
MUTATION_EYEBROWS_314_DESC,當一隻盟友貓死亡時，獲得+2 傷害。,,Obtiene +2 de daño cuando muere un gato aliado.,Dégâts +2&nbsp;quand un chat allié meurt.,"Erhalte +2&nbsp;Schaden, wenn eine verbündete Katze stirbt.","Quando un gatto alleato muore, ottieni +2 al Danno.","Quanto um gato aliado morrer, obtenha +2 de dano.",當一隻盟友貓死亡時，獲得+2 傷害。
MUTATION_EYEBROWS_315_DESC,當你升級時，可以重新擲選項。,,Puede cambiar al azar las opciones al subir de nivel.,Vous pouvez tirer de nouvelles options quand vous montez de niveau.,"Du kannst deine Auswahlmöglichkeiten neu generieren, wenn du ein Level aufsteigst.",Puoi modificare le tue opzioni quando sali di livello.,Você pode recombinar suas opções ao subir de nível.,當你升級時，可以重新擲選項。
MUTATION_EYEBROWS_900_DESC,+5% 閃避幾率。你的普通攻擊有1%的幾率造成冰凍效果。,,+5 % de probabilidad de esquiva. El ataque básico tiene un 1 % de probabilidad de infligir congelación.,Chances d'esquive +5&nbsp;%. Votre attaque de base a 1&nbsp;% de chances d'infliger Gel.,"+5&nbsp;% Ausweichchance. Dein Grundangriff hat eine 1%ige Wahrscheinlichkeit, Frost zu verursachen.",+5% di probabilità di schivata. Il tuo attacco base ha un 1% di probabilità di infliggere Congelamento.,+5% de chance de esquiva. Seu ataque básico possui 1% de chance de aplicar congelamento.,+5% 閃避幾率。你的普通攻擊有1%的幾率造成冰凍效果。
//eyes,,,,,,,,
MUTATION_EYES_300_DESC,你的普通攻擊有10%的幾率造成恐懼效果。,,El ataque básico tiene un 10 % de probabilidad de infligir miedo.,Votre attaque de base a +10&nbsp;% de chances d'infliger Peur.,"Dein Grundangriff hat eine 10%ige Wahrscheinlichkeit, Angst zu verursachen.",Il tuo attacco base ha un 10% di probabilità di infliggere Paura.,Seu ataque básico possui 10% de chance de aplicar medo.,你的普通攻擊有10%的幾率造成恐懼效果。
MUTATION_EYES_302_DESC,+1 荊棘。,,+1 de espinas.,Épines +1.,+1&nbsp;Dornen.,+1 Spine.,+1 de espinhos.,+1 荊棘。
MUTATION_EYES_304_DESC,你的回合延後。,,Juega su turno más tarde.,Vous jouez votre tour plus tard.,Du bist später am Zug.,Effettui il tuo turno più tardi.,Use seu turno mais tarde.,你的回合延後。
