KEY,en,notes,sp,fr,de,it,pt-br,zh
WEATHER_SANDSTORM_DESC,每轮结束时，对所有物体造成1点伤害。,,"Al final de cada ronda, inflige 1 de daño a todo.","À la fin de chaque manche, inflige 1 point de dégât partout.",Am Ende jeder Runde erleidet jede Einheit 1&nbsp;Schaden.,"Alla fine di ogni round, infligge 1 di danno a tutto.","No final de cada rodada, causa 1 de dano a tudo.",每輪結束時，對所有物體造成1點傷害。
WEATHER_OVERGROWTH_NAME,过度生长,,Vegetación,Verdure,Überwucherung,Ipercrescita,Vegetação,過度生長
WEATHER_OVERGROWTH_DESC,每场战斗都有额外的高草和荆棘地形。,,Hay casillas de hierba alta y zarzas extras en todos los combates.,Des cases de hautes herbes et de ronces supplémentaires apparaissent à chaque combat.,In jedem Kampf sind zusätzliche Felder vorhanden: Hohes Gras und Dornengestrüpp.,In ogni battaglia sono presenti più caselle con erba alta e rovi.,Há espaços adicionais de grama alta e espinheiros em cada batalha.,每場戰鬥都有額外的高草和荊棘地形。
WEATHER_EARTHQUAKE_NAME,地震,,Terremoto,Séisme,Erdbeben,Terremoto,Terremoto,地震
WEATHER_EARTHQUAKE_DESC,发生了地震！每场战斗中的物体被摧毁，岩石遍地！,,¡Se ha producido un terremoto! Se han destruido los objetos de todos los combates y hay rocas por todas partes.,Il y a eu un tremblement de terre ! Les objets de chaque combat ont été détruits et il y a des pierres partout !,Es gab ein Erdbeben! In jedem Kampf wurden Objekte zerstört und überall sind Steine!,C'è stato un terremoto! Gli oggetti in ogni battaglia sono stati distrutti e ci sono rocce ovunque!,Houve um terremoto! Objetos foram destruídos nas batalhas e há pedras por toda parte!,發生了地震！每場戰鬥中的物體被摧毀，岩石遍地！
WEATHER_WILDFIRE_NAME,野火,,Incendio,Incendie,Flächenbrand,Incendio violento,Incêndio,野火
WEATHER_WILDFIRE_DESC,到处都是火焰！,,¡Hay fuego por todas partes!,Il y a du feu partout !,Überall brennt es!,C'è fuoco ovunque!,Há fogo por toda parte!,到處都是火焰！
WEATHER_HEATWAVE_NAME,热浪,,Ola de calor,Vague de chaleur,Hitzewelle,Ondata di Caldo,Onda de calor,熱浪
WEATHER_HEATWAVE_DESC,猫咪战后不回复生命值。所有治疗减少1点。可以用水元素来缓解。,,Los gatos no se curan tras los combates. Todas las curaciones se reducen en 1. Se puede mitigar con agua.,Les chats ne se soignent pas après un combat. -1 à tous les soins. L'effet peut être atténué avec de l'eau.,Katzen stellen nach dem Kampf keine Gesundheit wieder her. Alle Heilungen sind um 1 reduziert. Kann mit Wasser entgegengewirkt werden.,I gatti non guariscono dopo la battaglia. Tutte le cure sono ridotte di 1. L'effetto può essere attenuato con acqua.,Gatos não são curados após a batalha. Todas as curas são reduzidas em 1. Pode ser mitigada com água.,貓咪戰後不回覆生命值。所有治療減少1點。可以用水元素來緩解。
WEATHER_SNOW_NAME,雪,,Nieve,Neige,Schnee,Neve,Neve,雪
WEATHER_SNOW_DESC,持久冰元素。,,Elemento de hielo persistente.,Glace persistante.,Durchgängiger Eiseffekt.,Elemento ghiaccio persistente.,Um elemento persistente de neve.,持久冰元素。
WEATHER_ACIDRAIN_NAME,酸雨,,Lluvia ácida,Pluie acide,Säureregen,Pioggia Acida,Chuva ácida,酸雨
WEATHER_ACIDRAIN_DESC,每回合结束时，造成2点伤害，并有几率降低一个随机属性。,,"Al final de cada ronda, inflige 2 de daño a todo y tiene una probabilidad de reducir un atributo al azar.","À la fin de chaque manche, inflige 2 points de dégât partout avec une chance de réduire une stat aléatoire.",Am Ende jeder Runde erleidet jede Einheit 2 Schaden. Außerdem kann ein zufälliges Attribut sinken.,"Alla fine di ogni round, infligge 2 di danno a tutto e ha anche una probabilità di abbassare una statistica casuale.","No final de cada rodada, causa 2 de dano a tudo com uma chance de diminuir um atributo aleatório.",每回合結束時，造成2點傷害，並有幾率降低一個隨機屬性。
WEATHER_METEORS_NAME,流星雨,,Lluvia de meteoritos,Pluie de météorites,Meteorschauer,Pioggia di Meteore,Chuva de meteoros,流星雨
WEATHER_METEORS_DESC,每回合结束后，有几率有燃烧的陨石落到一个随机格子上。,,"Después de cada turno, hay una probabilidad de que caiga un meteorito en llamas en una casilla al azar.","Après chaque tour, une météorite en flammes risque de tomber sur une case aléatoire.","Nach jedem Zug besteht eine gewisse Wahrscheinlichkeit, dass ein brennender Meteorit auf ein zufälliges Feld fällt.",Dopo ogni turno c'è una probabilità che una meteora infuocata cada su una casella casuale.,"Após cada turno, há uma chance de um meteoro flamejante cair em um espaço aleatório.",每回合結束後，有幾率有燃燒的隕石落到一個隨機格子上。
WEATHER_THUNDERSTORM_NAME,雷暴,,Tormenta eléctrica,Orage,Gewitter,Temporale,Tempestade,雷暴
WEATHER_THUNDERSTORM_DESC,持久水元素。每回合结束时，风会将所有东西向随机方向吹动1格。每回合后，有几率出现随机的闪电攻击。,,"Elemento de agua persistente. Al final de cada ronda, el viento lo mueve todo 1 espacio hacia una dirección al azar. Después de cada turno, hay una probabilidad de que caiga un rayo al azar.","Eau persistante. À la fin de chaque manche, le vent repousse tout d'une case dans une direction aléatoire. Après chaque tour, un éclair risque de frapper.",Durchgängiger Wassereffekt. Am Ende jeder Runde weht der Wind alles um 1&nbsp;Feld in eine zufällige Richtung. Nach jedem Zug besteht eine gewisse Wahrscheinlichkeit für einen zufälligen Blitzeinschlag.,"Elemento acqua persistente. Alla fine di ogni round, il vento sposta tutto di 1 spazio in una direzione casuale. Dopo ogni turno, c'è una probabilità che si verifichi un fulmine casuale.","Um elemento persistente de água. No final de cada rodada, o vento empurra tudo por 1 espaço em uma direção aleatória. Após cada turno, há uma chance de um raio aleatório.",持久水元素。每回合結束時，風會將所有東西向隨機方向吹動1格。每回合後，有幾率出現隨機的閃電攻擊。
WEATHER_FLASHFLOOD_NAME,山洪爆发,,Riada,Crue éclair,Sturzflut,Inondazione Improvvisa,Inundação,山洪爆發
WEATHER_FLASHFLOOD_DESC,持久水元素。每场战斗中都有大量额外的水格。,,Elemento de agua persistente. Hay un montón de casillas de agua extras en todos los combates.,Eau persistante. De nombreuses cases d'eau supplémentaires apparaissent à chaque combat.,Durchgängiger Wassereffekt. In jedem Kampf sind jede Menge zusätzliche Wasserfelder vorhanden.,Elemento acqua persistente. In ogni battaglia ci sono tantissime caselle d'acqua in più.,Um elemento persistente de água. Há muitos espaços adicionais de água em cada batalha.,持久水元素。每場戰鬥中都有大量額外的水格。
WEATHER_TRASHDAY_NAME,垃圾日,,Día de sacar la basura,Jour des poubelles,Kehrwoche,Giorno della Raccolta della Spazzatura,Dia do lixo,垃圾日
WEATHER_TRASHDAY_DESC,每场战斗中都有额外的垃圾。,,Hay desechos extras en todos los combates.,Des détritus supplémentaires apparaissent à chaque combat.,In jedem Kampf liegt zusätzlicher Müll herum.,In ogni battaglia c'è più ciarpame.,Há lixo adicional em cada batalha.,每場戰鬥中都有額外的垃圾。
WEATHER_FROGS_NAME,雨蛙,,Lluvia de ranas,Pluie de grenouilles,Froschregen,Pioggia di Rane,Chuva de sapos,雨蛙
WEATHER_FROGS_DESC,每场战斗中都有额外的中立青蛙。,,Hay ranas neutrales extras en todos los combates.,Des grenouilles neutres supplémentaires apparaissent à chaque combat.,In jedem Kampf tauchen neutrale Frösche auf.,In ogni battaglia ci sono più rane neutrali.,Há sapos neutros adicionais em cada batalha.,每場戰鬥中都有額外的中立青蛙。
WEATHER_BLOCKAGE_NAME,管道堵塞,,Bloqueo de tuberías,Canalisations bouchées,Verstopfte Rohre,Tubi Ostruiti,Entupimento de cano,管道堵塞
WEATHER_BLOCKAGE_DESC,每场战斗中都有额外的排泄物和污水。,,Hay cacas y aguas residuales extras en todos los combates.,Des excréments et eaux usées supplémentaires apparaissent à chaque combat.,In jedem Kampf tauchen Häufchen und Ekelschleim auf.,In ogni battaglia ci sono più cacca e liquami.,Há cocô e esgoto adicionais em cada batalha.,每場戰鬥中都有額外的排泄物和污水。
WEATHER_PAYDAY_NAME,发薪日,,Día de pago,Jour de paye,Zahltag,Giorno di Paga,Dia de pagamento,發薪日
WEATHER_PAYDAY_DESC,每场战斗中都有额外的金币。,,Hay monedas extras en todos los combates.,Des pièces supplémentaires apparaissent à chaque combat.,In jedem Kampf tauchen zusätzliche Münzen auf.,In ogni battaglia ci sono più monete.,Há moedas adicionais em cada batalha.,每場戰鬥中都有額外的金幣。
WEATHER_HUNTING_NAME,狩猎季节,,Temporada de caza,Saison de chasse,Jagdsaison,Stagione di Caccia,Temporada de caça,狩獵季節
WEATHER_HUNTING_DESC,每场战斗中都有额外的熊夹陷阱。,,Hay cepos para osos extras en todos los combates.,Des pièges à ours supplémentaires apparaissent à chaque combat.,In jedem Kampf tauchen zusätzlichen Bärenfallen auf.,In ogni battaglia ci sono più trappole per orsi.,Há armadilhas de urso adicionais em cada batalha.,每場戰鬥中都有額外的熊夾陷阱。
WEATHER_RESTLESS_NAME,躁动的亡者,,Muertos inquietos,Éveil des morts,Rastlose Leichen,Morti Inquieti,Mortos despertos,躁動的亡者
WEATHER_RESTLESS_DESC,僵尸在每轮结束时生成。,,Se generan zombis al final de cada ronda.,Des zombies apparaissent à la fin de chaque manche.,Am Ende jeder Runde erscheinen Zombies.,Degli zombie compaiono alla fine di ogni round.,Zumbis surgem no final de cada rodada.,殭屍在每輪結束時生成。
WEATHER_FIREFLY_NAME,萤火虫群,,Enjambre de luciérnagas,Essaim de lucioles,Glühwürmchenschwarm,Sciame di Lucciole,Enxame de vaga-lumes,螢火蟲羣
WEATHER_FIREFLY_DESC,所有队友的幸运值+2。,,Todos los aliados tienen +2 de suerte.,Tous les alliés bénéficient de Chance +2.,Alle Verbündeten haben +2&nbsp;Glück.,Tutti gli alleati ricevono +2 alla fortuna.,Todos os aliados possuem +2 de sorte.,所有隊友的幸運值+2。
WEATHER_BUTTERFLY_NAME,蝴蝶群,,Enjambre de mariposas,Essaim de papillons,Schmetterlingsschwarm,Sciame di Farfalle,Enxame de borboletas,蝴蝶羣
WEATHER_BUTTERFLY_DESC,所有队友的幸运值+2。,,Todos los aliados tienen +2 de suerte.,Tous les alliés bénéficient de Chance +2.,Alle Verbündeten haben +2&nbsp;Glück.,Tutti gli alleati ricevono +2 alla fortuna.,Todos os aliados possuem +2 de sorte.,所有隊友的幸運值+2。
WEATHER_FLYSWARM_NAME,苍蝇群,,Enjambre de moscas,Essaim de mouches,Fliegenschwarm,Sciame di Mosche,Enxame de moscas,蒼蠅羣
WEATHER_FLYSWARM_DESC,每个回合结束时，有机会被咬，受到1点伤害并流血1点。,,"Al final de cada turno, hay una probabilidad de sufrir una picadura que inflige 1 de daño y 1 de hemorragia.","À la fin de chaque tour, vous risquez de subir une morsure infligeant 1 point de dégât et Saignement +1.","Am Ende jeder Runde besteht die Wahrscheinlichkeit, gebissen zu werden und 1&nbsp;Schaden und 1&nbsp;Blutung zu erleiden.","Alla fine di ogni turno, c'è una probabilità di essere morsi e subire 1 di danno e 1 Sanguinamento.","No final de cada turno, há uma chance de receber uma mordida e sofrer 1 de dano e 1 de sangramento.",每個回合結束時，有機會被咬，受到1點傷害並流血1點。
WEATHER_TORFLIES_NAME,苍蝇群,,Enjambre de moscas,Essaim de mouches,Fliegenschwarm,Sciame di Mosche,Enxame de moscas,蒼蠅羣
WEATHER_TORFLIES_DESC,这里有很多苍蝇！,,¡Eso son muchas moscas!,Des mouches partout !,Überall sind Fliegen!,Ci sono un sacco di mosche!,Muitas moscas!,這裏有很多蒼蠅！
WEATHER_LOWGRAV_NAME,低重力,,Gravedad baja,Faible gravité,Niedrige Gravitation,Bassa Gravità,Gravidade baixa,低重力
WEATHER_LOWGRAV_DESC,跳跃、投掷和投射技能的射程+2。所有物理技能的击退效果+1。其他造成击退的技能也有+1击退效果。,,"Los saltos, los lanzamientos y las habilidades de proyectiles tienen +2 de alcance. Todas las habilidades físicas tienen +1 de retroceso. Las otras habilidades que provocan retroceso también tienen +1 de retroceso.","Portée&nbsp;+2 pour toutes les compétences de saut, de jet et de projectile. Recul&nbsp;+1 pour toutes les compétences physiques. Recul&nbsp;+1 également pour toutes les autres compétences qui infligent Recul.","Sprünge, Würfe und Geschosse haben +2&nbsp;Reichweite. Alle physischen Fähigkeiten haben +1&nbsp;Rückstoß. Andere Fähigkeiten, die bereits Rückstoß haben, haben ebenfalls +1&nbsp;Rückstoß.","Le abilità salto, lancio e proiettile hanno +2 al raggio d'azione. Tutte le abilità fisiche hanno 1+ Contraccolpo. Anche le altre abilità che causano Contraccolpo hanno +1 Contraccolpo.","Saltos, lançamentos e habilidades de projéteis possuem +2 de alcance. Todas as habilidades físicas possuem +1 de empurrão. Outras habilidades que aplicam empurrão também possuem +1 de empurrão.",跳躍、投擲和投射技能的射程+2。所有物理技能的擊退效果+1。其他造成擊退的技能也有+1擊退效果。
WEATHER_FIRESTORM_NAME,烈焰风暴,,Tormenta de fuego,Tempête de feu,Feuersturm,Tempesta di Fuoco,Tempestade de fogo,烈焰風暴
WEATHER_FIRESTORM_DESC,持久火元素。火不再熄灭。地图部分区域着火。,,Elemento de fuego persistente. Los fuegos ya no se extinguen. El mapa tiene partes en llamas.,Feu persistant. Le feu ne s'éteint plus. Des parties de la carte sont en feu.,Durchgängiger Feuereffekt. Feuer erlöschen nicht mehr. Mehrere Felder brennen.,Elemento fuoco persistente. Gli incendi non si estinguono. Parti della mappa sono in fiamme.,Um elemento persistente de fogo. O fogo não se apaga mais. Partes do mapa estão pegando fogo.,持久火元素。火不再熄滅。地圖部分區域着火。
WEATHER_KAIJUFIRE_NAME,烈焰风暴,,Tormenta de fuego,Tempête de feu,Feuersturm,Tempesta di Fuoco,Tempestade de fogo,烈焰風暴
WEATHER_KAIJUFIRE_DESC,持久火元素。火球偶尔从天而降。火不再熄灭。,,Elemento de fuego persistente. De vez en cuando llueven bolas de fuego. Los fuegos ya no se extinguen.,Feu persistant. Des boules de feu tombent périodiquement du ciel. Le feu ne s'éteint plus.,Durchgängiger Feuereffekt. In gewissen Abständen regnet Feuer vom Himmel. Feuer erlöschen nicht mehr.,Elemento fuoco persistente. Di tanto in tanto dal cielo piovono palle di fuoco. Le fiamme non si estinguono più.,Um elemento persistente de fogo. Bolas de fogo caem do céu ocasionalmente. O fogo não se apaga mais.,持久火元素。火球偶爾從天而降。火不再熄滅。
WEATHER_METEORNADO_NAME,陨石旋风,,Meteornado,Météornade,Meteornado,Meteornado,Meteoronado,隕石旋風
WEATHER_METEORNADO_DESC,每轮结束时，对所有单位造成1点伤害，有33%的几率产生瘀伤。,,"Al final de cada ronda, inflige 1 de daño a todo y tiene un 33 % de probabilidad de infligir moratón.","À la fin de chaque manche, inflige 1 point de dégât partout avec 33 % de chance de Contusion.","Am Ende jeder Runde erleiden alle Einheiten 1&nbsp;Schaden und es besteht eine Wahrscheinlichkeit von 33&nbsp;%, Beulen zu erleiden.","Alla fine di ogni round, infligge 1 di danno a tutto con un 33% di probabilità di Livido.","No final de cada rodada, causa 1 de dano a tudo com 33% de chance de causar contusão.",每輪結束時，對所有單位造成1點傷害，有33%的幾率產生瘀傷。
WEATHER_KAIJUMETEORNADO_NAME,陨石旋风,,Meteornado,Météornade,Meteornado,Meteornado,Meteoronado,隕石旋風
WEATHER_KAIJUMETEORNADO_DESC,每轮结束时，对所有单位造成1点伤害，有33%的几率产生瘀伤。,,"Al final de cada ronda, inflige 1 de daño a todo y tiene un 33 % de probabilidad de infligir moratón.","À la fin de chaque manche, inflige 1 point de dégât partout avec 33 % de chance de Contusion.","Am Ende jeder Runde erleiden alle Einheiten 1&nbsp;Schaden und es besteht eine Wahrscheinlichkeit von 33&nbsp;%, Beulen zu erleiden.","Alla fine di ogni round, infligge 1 di danno a tutto con un 33% di probabilità di Livido.","No final de cada rodada, causa 1 de dano a tudo com 33% de chance de causar contusão.",每輪結束時，對所有單位造成1點傷害，有33%的幾率產生瘀傷。
WEATHER_KAIJUMETEORSOLO_NAME,陨石旋风,,Meteornado,Météornade,Meteornado,Meteornado,Meteoronado,隕石旋風
WEATHER_KAIJUMETEORSOLO_DESC,每轮结束时，对所有单位造成1点伤害，有33%的几率产生瘀伤。,,"Al final de cada ronda, inflige 1 de daño a todo y tiene un 33 % de probabilidad de infligir moratón.","À la fin de chaque manche, inflige 1 point de dégât partout avec 33 % de chance de Contusion.","Am Ende jeder Runde erleiden alle Einheiten 1&nbsp;Schaden und es besteht eine Wahrscheinlichkeit von 33&nbsp;%, Beulen zu erleiden.","Alla fine di ogni round, infligge 1 di danno a tutto con un 33% di probabilità di Livido.","No final de cada rodada, causa 1 de dano a tudo com 33% de chance de causar contusão.",每輪結束時，對所有單位造成1點傷害，有33%的幾率產生瘀傷。
WEATHER_ROBOTS_NAME,机器人起义,,Rebelión robótica,Soulèvement des machines,Roboteraufstand,Rivolta dei Robot,Levante de robôs,機器人起義
WEATHER_ROBOTS_DESC,每场战斗中生成2-4个机器人。所有机器人都叛变了！,,Se generan 2-4 robots en cada combate. ¡Todos los robots están fuera de control!,2 à 4&nbsp;robots apparaissent à chaque combat. Tous les robots se rebellent !,In jedem Kampf erscheinen 2&nbsp;– 4 Roboter. Alle Roboter sind durchgedreht!,In ogni battaglia compaiono 2-4 robot. Tutti i robot sono fuori controllo!,2-4 robôs surgem em cada batalha. Todos os robôs se rebelaram!,每場戰鬥中生成2-4個機器人。所有機器人都叛變了！
WEATHER_HAUNTED_NAME,鬼魅之夜,,Noche encantada,Nuit hantée,Verfluchte Nacht,Notte Spettrale,Noite mal-assombrada,鬼魅之夜
WEATHER_HAUNTED_DESC,每场战斗中生成2-4个鬼魂。所有鬼魂都叛变了！,,Se generan 2-4 fantasmas en cada combate. ¡Todos los fantasmas están fuera de control!,2 à 4&nbsp;fantômes apparaissent à chaque combat. Tous les fantômes se rebellent !,In jedem Kampf erscheinen 2&nbsp;– 4 Geister. Alle Geister sind durchgedreht!,In ogni battaglia compaiono 2-4 fantasmi. Tutti i robot sono fuori controllo!,2-4 fantasmas surgem em cada batalha. Todos os fantasmas se rebelaram!,每場戰鬥中生成2-4個鬼魂。所有鬼魂都叛變了！
WEATHER_MIGRATION_NAME,鸟类迁徙,,Migración de aves,Migration aviaire,Vogelzug,Migrazione degli Uccelli,Migração de pássaros,鳥類遷徙
WEATHER_MIGRATION_DESC,每场战斗中生成1-2只额外的鸟。,,Se generan 1-2 pájaros extras en cada combate.,1 à 2&nbsp;oiseaux supplémentaires apparaissent à chaque combat.,In jedem Kampf erscheinen 1&nbsp;– 2 zusätzliche Vögel.,In ogni battaglia compaiono 1-2 uccelli in più.,1-2 pássaros adicionais surgem em cada batalha.,每場戰鬥中生成1-2只額外的鳥。
WEATHER_COCKROACHES_NAME,蟑螂入侵,,Plaga de cucarachas,Invasion de cafards,Kakerlakennest,Infestazione di Scarafaggi,Infestação de baratas,蟑螂入侵
WEATHER_COCKROACHES_DESC,所有单位有25%的几率在每场战斗开始时带有恐惧或中毒状态。,,Todas las unidades tienen un 25 % de probabilidad de empezar cada combate con miedo o veneno.,Toutes les unités ont 25 % de chances de commencer chaque combat avec Peur ou Poison.,"Für alle Einheiten besteht eine Wahrscheinlichkeit von 25&nbsp;%, jeden Kampf mit Angst oder Gift zu beginnen.",Tutte le unità hanno un 25% di probabilità di iniziare ogni battaglia con Paura o Veleno.,Todas as unidades possuem 25% de chance de iniciar cada batalha com medo ou veneno.,所有單位有25%的幾率在每場戰鬥開始時帶有恐懼或中毒狀態。
WEATHER_JUDGEMENT_NAME,审判日,,Día del juicio final,Jugement dernier,Tag des jüngsten Gerichts,Giorno del Giudizio,Dia do julgamento,審判日
WEATHER_JUDGEMENT_DESC,战斗中每回合结束时，部分格子会被提走。每回合影响的格子数量增加。,,"Durante el combate, al final de cada ronda se producirá un rapto divino en algunas de las casillas. En cada ronda aumenta la cantidad de casillas afectadas.",Certaines cases seront Purifiées à la fin de chaque manche pendant le combat. De plus en plus de cases seront affectées à chaque manche.,Manche Felder werden am Ende jeder Runde ausgelöscht. Mit jeder Runde sind mehr Felder betroffen.,"Durante la battaglia, alcune caselle saranno distrutte da un raggio divino alla fine di ogni round. Più caselle ne saranno colpite a ogni round.",Alguns espaços são arrebatados no final de cada rodada durante a batalha. Mais espaços são afetados a cada rodada.,戰鬥中每回合結束時，部分格子會被提走。每回合影響的格子數量增加。
WEATHER_PANDEMONIUM_NAME,混乱,,Pandemonio,Pandémonium,Chaos,Pandemonio,Pandemônio,混亂
WEATHER_PANDEMONIUM_DESC,所有单位每回合有25%的几率带有疯狂状态。,,Todas las unidades tienen un 25 % de probabilidad de sufrir locura en cada ronda.,Toutes les unités ont 25 % de chances de subir Folie à chaque manche.,"Für alle Einheiten besteht jede Runde eine Wahrscheinlichkeit von 25&nbsp;%, Wahnsinn zu erleiden.",Tutte le unità hanno un 25% di probabilità di subire Follia a ogni round.,Todas as unidades possuem uma chance de 25% de sofrer insanidade a cada rodada.,所有單位每回合有25%的幾率帶有瘋狂狀態。
WEATHER_HOLLOWING_NAME,虚空,,El ahuecamiento,Saison des carcasses,Wiedergang,Il Vuoto,Alma vazia,虛空
WEATHER_HOLLOWING_DESC,回合结束时，每具尸体有25%的几率复活，半血量并带有疯狂5。,,"Al final de la ronda, cada cadáver tiene un 25 % de probabilidad de resucitar con la mitad de salud y 5 de locura.","À la fin de chaque manche, chaque cadavre a 25 % de chances de se relever avec la moitié de sa vie et Folie +5.","Am Ende einer Runde besteht für jede Leiche eine Wahrscheinlichkeit von 25&nbsp;%, mit der Hälfte ihrer LP und Wahnsinn&nbsp;5 wiederbelebt zu werden.","Alla fine del round, ogni cadavere ha un 25% di probabilità di tornare in vita con metà salute e Follia 5.","No final da rodada, cada cadáver possui uma chance de 25% de ser revivido com metade da saúde e insanidade 5.",回合結束時，每具屍體有25%的幾率復活，半血量並帶有瘋狂5。
WEATHER_OILSPILL_NAME,漏油,,Derrame de petróleo,Marée noire,Ölteppich,Fuoriuscita di Petrolio,Derramamento de óleo,漏油
WEATHER_OILSPILL_DESC,每场战斗中出现一滩焦油。,,En cada combate aparece un charco de brea.,Une flaque de goudron apparaît à chaque combat.,In jedem Kampf taucht eine Teerpfütze auf.,In ogni battaglia compare una pozza di catrame.,Uma poça de piche surge em cada batalha.,每場戰鬥中出現一灘焦油。
WEATHER_BLIZZARD_NAME,暴风雪！,,Ventisca,Blizzard,Schneesturm!,Bufera di Neve!,Tempestade de neve!,暴風雪！
WEATHER_BLIZZARD_DESC,持续冰元素。每回合结束时，风会将所有物体向随机方向推动1格。每回合结束后，还有几率触发随机的闪电攻击。,,"Elemento de hielo persistente. Al final de cada ronda, el viento lo mueve todo 1 espacio hacia una dirección al azar. Después de cada turno, hay una probabilidad de que caiga un rayo al azar.","Glace persistante. À la fin de chaque manche, le vent repousse tout d'une case dans une direction aléatoire. Après chaque tour, un éclair risque de frapper.",Durchgängiger Eiseffekt. Am Ende jeder Runde weht der Wind alles um 1&nbsp;Feld in eine zufällige Richtung. Nach jedem Zug besteht eine gewisse Wahrscheinlichkeit für einen zufälligen Blitzeinschlag.,"Elemento ghiaccio persistente. Alla fine di ogni round, il vento sposta tutto di 1 spazio in una direzione casuale. Dopo ogni turno, c'è una probabilità che si verifichi un fulmine casuale.","Um elemento persistente de gelo. No final de cada rodada, o vento empurra tudo por 1 espaço em uma direção aleatória. Após cada turno, há uma chance de um raio aleatório.",持續冰元素。每回合結束時，風會將所有物體向隨機方向推動1格。每回合結束後，還有幾率觸發隨機的閃電攻擊。
WEATHER_HURRICANE_NAME,飓风！,,Huracán,Ouragan,Orkan!,Uragano!,Furacão!,颶風！
WEATHER_HURRICANE_DESC,每回合结束时，风将所有东西向随机方向吹动10格。,,"Al final de cada ronda, el viento lo mueve todo 10 espacios hacia una dirección al azar.","À la fin de chaque manche, le vent repousse tout de 10 cases dans une direction aléatoire.",Am Ende jeder Runde weht der Wind alles um 10&nbsp;Felder in eine zufällige Richtung.,"Alla fine di ogni round, il vento sposta tutto di 10 spazi in una direzione casuale.","No final de cada rodada, o vento empurra tudo por 10 espaços em uma direção aleatória.",每回合結束時，風將所有東西向隨機方向吹動10格。
WEATHER_STRANGESPIKES_NAME,奇怪的尖刺！,,Pinchos extraños,Étranges épines,Merkwürdige Spitzen!,Strani Spuntoni!,Espinhos estranhos!,奇怪的尖刺！
WEATHER_STRANGESPIKES_DESC,回合结束时，所有单位获得+1棘刺。,,"Al final de la ronda, todas las unidades obtienen +1 de espinas.","À la fin de la manche, confère Épines&nbsp;+1 à toutes les unités.",Am Ende jeder Runde erhalten alle Einheiten +1&nbsp;Dornen.,"Alla fine di ogni round, tutte le unità ottengono +1 Spine.","No final de cada rodada, todas as unidades obtém +1 de espinhos.",回合結束時，所有單位獲得+1棘刺。
WEATHER_BLESSED_NAME,祝福日！,,Día bendito,Bénédiction,Gesegneter Tag!,Giornata Sacra!,Dia abençoado!,祝福日！
