KEY,en,notes,sp,fr,de,it,pt-br,zh
ITEM_ANARCHISTCOOKBOOK_DESC,使用：召喚3-5顆手雷，在回合結束或被摧毀時爆炸。,,Uso: Invoca 3-5 granadas que estallan al final de la ronda o cuando se destruyen.,Utilisation&nbsp;: fait apparaître 3&nbsp;à 5&nbsp;grenades qui explosent en fin de manche ou en étant détruites.,"Benutzen: Lasse 3&nbsp;– 5 Granaten erscheinen, die am Ende der Runde, oder wenn sie zerstört werden, explodieren.",Uso: Evochi 3-5 granate che esplodono alla fine del round o quando vengono distrutte.,Uso: invoque 3-5 granadas que explodem no final da rodada ou ao serem destruídas.,使用：召喚3-5顆手雷，在回合結束或被摧毀時爆炸。
ITEM_ANOINTINGOIL_NAME,塗油聖水,,Óleo de los enfermos,Huile d'onction,Salböl,Olio da Unzione,Óleo de Unção,塗油聖水
ITEM_ANOINTINGOIL_DESC,"使用：清除相鄰單位或自身的減益狀態。
[s:.7](每場戰鬥可使用一次。)[/s]",,"Uso: Elimina las desventajas de esta unidad o de otra adyacente.
[s:.7](Disponible una vez por combate).[/s]","Utilisation&nbsp;: dissipe les malus d'une unité adjacente ou de vous-même.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Reinige deine Schwächungen oder die einer benachbarten Einheiten.
[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Rimuovi i malus da te o da un'unità adiacente.
[s:.7](Utilizzabile una volta per battaglia.)[/s]","Uso: purifique enfraquecimentos de si ou de uma unidade adjacente.
[s:.7](Um uso por batalha.)[/s]","使用：清除相鄰單位或自身的減益狀態。
[s:.7](每場戰鬥可使用一次。)[/s]"
ITEM_BAGOFCHUM_NAME,誘餌袋,,Bolsa de cebo,Sac d'asticots,Ködertasche,Sacco di Pastura,Bolsa de Iscas,誘餌袋
ITEM_BAGOFCHUM_DESC,使用：生成一個受魅魔蛆。,,Uso: Genera un gusano embrujado.,Utilisation&nbsp;: invoque un asticot envoûté.,Benutzen: Rufe eine freundliche Made.,Uso: Generi una Larva Ammaliata.,Uso: gere um verme enfeitiçado.,使用：生成一個受魅魔蛆。
ITEM_BAGOFGLASS_NAME,玻璃袋,,Bolsa de cristales,Sac de verre,Scherbentasche,Sacco di Vetro,Saco de Vidro,玻璃袋
ITEM_BAGOFGLASS_DESC,"使用：在相鄰的格子生成玻璃。
使用時有5%機率破損。",,"Uso: Genera cristales en una casilla adyacente.
5 % de probabilidad de romperse al usarla.","Utilisation&nbsp;: fait apparaître du verre sur une case adjacente.
5&nbsp;% de chances de se briser après utilisation.","Benutzen: Lasse auf einem benachbarten Feld Scherben erscheinen.
Geht nach Benutzung mit 5%iger Wahrscheinlichkeit kaputt.","Uso: Generi Vetro su una casella adiacente.
5% di probabilità di rompersi quando viene utilizzato.","Uso: gere vidro em um espaço adjacente.
5% de chance de quebrar após o uso.","使用：在相鄰的格子生成玻璃。
使用時有5%機率破損。"
ITEM_BAGOFGLITTER_NAME,閃光粉袋,,Bolsa de brillibrilli,Sac de paillettes,Glitzertasche,Sacco di Brillantini,Saco de Purpurina,閃光粉袋
ITEM_BAGOFGLITTER_DESC,"使用：對相鄰單位施加致盲2效果。
使用時有5%機率破損。",,"Uso: Inflige 2 de ceguera a una unidad adyacente.
5 % de probabilidad de romperse al usarla.","Utilisation&nbsp;: inflige Cécité +2&nbsp;à une unité adjacente.
5&nbsp;% de chances de se briser après utilisation.","Benutzen: Verursache Blindheit&nbsp;2 bei einer benachbarten Einheit.
Geht nach Benutzung mit 5%iger Wahrscheinlichkeit kaputt.","Uso: Infliggi Accecamento 2 a un'unità adiacente.
5% di probabilità di rompersi quando viene utilizzato.","Uso: aplique cegueira 2 em uma unidade adjacente.
5% de chance de quebrar após o uso.","使用：對相鄰單位施加致盲2效果。
使用時有5%機率破損。"
ITEM_BAGOFMEAT_NAME,肉袋,,Bolsa de carne,Sac de viande,Fleischtasche,Sacco di Carne,Saco de Carne,肉袋
ITEM_BAGOFMEAT_DESC,"使用：在相鄰的格子生成肉塊。
使用時有5%機率破損。",,"Uso: Genera carne en una casilla adyacente.
5 % de probabilidad de romperse al usarla.","Utilisation&nbsp;: fait apparaître de la viande sur une case adjacente.
5&nbsp;% de chances de se briser après utilisation.","Benutzen: Lasse auf einem benachbarten Feld Fleisch erscheinen.
Geht nach Benutzung mit 5%iger Wahrscheinlichkeit kaputt.","Uso: Generi Carne su una casella adiacente.
5% di probabilità di rompersi quando viene utilizzato.","Uso: gere carne em um espaço adjacente.
5% de chance de quebrar após o uso.","使用：在相鄰的格子生成肉塊。
使用時有5%機率破損。"
ITEM_BAGOFROCKS_NAME,一袋石頭,,Bolsa de rocas,Sac de pierres,Steintasche,Sacco di Rocce,Saco de Pedras,一袋石頭
ITEM_BAGOFROCKS_DESC,使用：一個近戰攻擊，造成挫傷。,,Uso: Lanza un ataque cuerpo a cuerpo que inflige moratón.,Utilisation&nbsp;: une attaque au corps à corps qui inflige Contusion.,"Benutzen: Ein Nahkampfangriff, der Beulen verursacht.",Uso: Un attacco corpo a corpo che infligge Livido.,Uso: um ataque corpo-a-corpo que aplica contusão.,使用：一個近戰攻擊，造成挫傷。
ITEM_BAGOFSTUFF_NAME,雜物袋,,Bolsa de chismes,Sac mystère,Tasche mit Zeug,Sacco di Roba,Saco de Coisas,雜物袋
ITEM_BAGOFSTUFF_DESC,"使用：在相鄰的格子上生成一個隨機拾取物。
使用時有5%幾率破損。",,"Uso: Genera un recogible al azar en una casilla adyacente.
5 % de probabilidad de romperse al usarla.","Utilisation&nbsp;: fait apparaître une ressource aléatoire sur une case adjacente.
5&nbsp;% de chances de se briser après utilisation.","Benutzen: Lasse auf einem benachbarten Feld einen zufälligen Gegenstand erscheinen.
Geht nach Benutzung mit 5%iger Wahrscheinlichkeit kaputt.","Uso: Generi un oggetto casuale su una casella adiacente.
5% di probabilità di rompersi quando viene utilizzato.","Uso: gere um coletável aleatório em um espaço adjacente.
5% de chance de quebrar após o uso.","使用：在相鄰的格子上生成一個隨機拾取物。
使用時有5%幾率破損。"
ITEM_BALLPEENHAMMER_NAME,球面錘,,Martillo de bola,Marteau à panne ronde,Schlosserhammer,Martello a Penna Sferica,Martelo de Bola,球面錘
ITEM_BALLPEENHAMMER_DESC,"使用：一次近戰攻擊。如果用於盟友，則給予他們所有物品+1次使用次數，而不是造成傷害。
用於修理物品時有5%幾率破損。",,"Uso: Al lanzar este ataque cuerpo a cuerpo contra un aliado, otorga +1 uso a todos sus objetos en vez de infligir daño.
5 % de probabilidad de romperse al usarlo para reparar objetos.","Utilisation&nbsp;: une attaque au corps à corps. Utilisé sur un allié, accorde Utilisation +1&nbsp;à tous ses objets au lieu d'infliger des dégâts.
5&nbsp;% de chances de se briser après avoir été utilisé pour réparer des objets.","Benutzen. Ein Nahkampfangriff. Ist das Ziel ein Verbündeter, verleihe all seinen Gegenstand +1&nbsp;Anwendung statt Schaden zu verursachen.
Geht nach Reparatur mit 5%iger Wahrscheinlichkeit kaputt.","Uso: Un attacco corpo a corpo. Se usato su un alleato, conferisce +1 utilizzo a tutti i suoi oggetti invece di infliggere danno.
5% di probabilità di rompersi quando viene utilizzato per riparare oggetti.","Uso: um ataque corpo-a-corpo. Se utilizado em um aliado, concede +1 de todos os seus itens ao invés de causar dano.
5% de chance de quebrar após o uso.","使用：一次近戰攻擊。如果用於盟友，則給予他們所有物品+1次使用次數，而不是造成傷害。
用於修理物品時有5%幾率破損。"
ITEM_BARBEDPAW_NAME,帶刺爪,,Pata de espino,Patoune barbelée,Dornentatze,Zampa Spinata,Pata Farpada,帶刺爪
ITEM_BARBEDPAW_DESC,"使用：一次近戰攻擊，造成1點流血。
被動：+1荊棘。",,"Uso: Lanza un ataque cuerpo a cuerpo que inflige 1 de hemorragia.
Pasiva: +1 de espinas.","Utilisation&nbsp;: une attaque au corps à corps qui inflige Saignement +1.
Passif&nbsp;: Épines +1.","Benutzen: Ein Nahkampfangriff, der Blutung&nbsp;1 verursacht.
Passiveffekt: +1&nbsp;Dornen.","Uso: Un attacco corpo a corpo che infligge Sanguinamento 1.
Abilità Passiva: +1 Spine.","Uso: um ataque corpo-a-corpo que aplica sangramento 1.
Passivo: +1 de espinhos.","使用：一次近戰攻擊，造成1點流血。
被動：+1荊棘。"
ITEM_BATTERY_NAME,電池,,Batería,Batterie,Batterie,Batteria,Pilha,電池
ITEM_BATTERY_DESC,使用：一次遠程閃電攻擊，有10%幾率造成眩暈。,,Uso: Lanza un ataque relámpago a distancia con un 10 % de probabilidad de aturdir.,Utilisation&nbsp;: un éclair lancé à distance avec 10&nbsp;% de chances d'infliger Étourdissement.,"Benutzen: Ein Fernkampf-Blitzangriff, der mit 10%iger Wahrscheinlichkeit Betäubung verursacht.",Uso: Un attacco elettrico a distanza con un 10% di probabilità di infliggere Stordimento.,Uso: um ataque elétrico à distância com 10% de chance de atordoar.,使用：一次遠程閃電攻擊，有10%幾率造成眩暈。
ITEM_BATTLEAXE_NAME,戰鬥斧,,Hacha de guerra,Hache de guerre,Streitaxt,Ascia da Battaglia,Machado de Batalha,戰鬥斧
ITEM_BATTLEAXE_DESC,"使用：一次近戰旋轉攻擊。
這將消耗你的移動和攻擊行動。",,"Uso: Lanza un ataque giratorio cuerpo a cuerpo.
Este objeto gasta la acción de movimiento.","Utilisation&nbsp;: une attaque au corps à corps tournoyante.
Consomme à la fois votre action de déplacement et votre action d'attaque.","Benutzen: Ein Nahkampf-Wirbelangriff.
Verbraucht deine Bewegungsaktion und deinen Angriff.","Uso: Un attacco rotante corpo a corpo.
Consuma sia la tua azione di movimento che quella di attacco.","Uso: um ataque corpo-a-corpo giratório.
Este item usa sua ação de movimento.","使用：一次近戰旋轉攻擊。
這將消耗你的移動和攻擊行動。"
ITEM_BEARTRAPS_NAME,熊夾,,Cepos para osos,Pièges à ours,Bärenfalle,Trappole per Orsi,Armadilhas de Urso,熊夾
ITEM_BEARTRAPS_DESC,使用：放置一個熊夾。,,Uso: Coloca un cepo para osos.,Utilisation&nbsp;: place un piège à ours.,Benutzen: Lege eine Bärenfalle.,Uso: Piazzi una Trappola per Orsi.,Uso: prepare uma armadilha de urso.,使用：放置一個熊夾。
ITEM_BENTSPOON_NAME,彎曲的勺子,,Cuchara doblada,Cuillère tordue,Verbogener Löffel,Cucchiaio Piegato,Colher Dobrada,彎曲的勺子
ITEM_BENTSPOON_DESC,使用：將任意單位向你拉近1格，並對其造成1點傷害。,,Uso: Atrae a cualquier unidad 1 casilla y le inflige 1 de daño.,Utilisation&nbsp;: tire n'importe quelle unité d'une case vers vous et lui infligez 1&nbsp;dégât.,Benutzen: Ziehe eine beliebige Einheit 1&nbsp;Feld an dich heran und füge ihr 1&nbsp;Schaden zu.,Uso: Tiri un'unità qualsiasi di 1 casella verso di te e le infliggi 1 danno.,Uso: puxe qualquer unidade 1 espaço na sua direção e cause 1 de dano a ela.,使用：將任意單位向你拉近1格，並對其造成1點傷害。
ITEM_BIBLE_NAME,聖經,,La Biblia,La Sainte Bible,Die Bibel,La Bibbia,Bíblia,聖經
ITEM_BIBLE_DESC,"使用：從近戰範圍內的單位上清除1層隨機負面狀態。
被動：你的治療效果額外增加1點。",,"Uso: Elimina una acumulación de una desventaja al azar de una unidad que esté al alcance del cuerpo a cuerpo. 
Pasiva: Las acciones curativas devuelven 1 PS extra.","Utilisation&nbsp;: dissipe le cumul d'un malus aléatoire d'une unité au corps à corps.
Passif&nbsp;: vos soins guérissent 1&nbsp;fois de plus.","Benutzen: Reinige einen Stapel einer zufälligen Schwächung bei einer Einheit in Nahkampfreichweite.
Passiveffekt: Deine Heilungen heilen 1&nbsp;LP mehr.","Uso: Rimuovi uno stack di un malus casuale da un'unità a una distanza corpo a corpo.
Abilità Passiva: Le tue cure rigenerano 1 PS in più.","Uso: purifique uma acumulação de um enfraquecimento aleatório de uma unidade dentro do alcance corpo-a-corpo.
Passivo: suas curas são 1 ponto mais efetivas.","使用：從近戰範圍內的單位上清除1層隨機負面狀態。
被動：你的治療效果額外增加1點。"
ITEM_BIGGESTSTICK_NAME,最大棍棒,,Palo grandísimo,Gigabâton,Der größte Stock,Bastone Enorme,Bastão Enorme,最大棍棒
ITEM_BIGGESTSTICK_DESC,使用：一次近戰攻擊，攻擊範圍+3。,,Uso: Lanza un ataque cuerpo a cuerpo con +3 de extensión.,Utilisation&nbsp;: une attaque au corps à corps avec Allonge +3.,Benutzen: Ein Nahkampfangriff mit +3&nbsp;Reichweite.,Uso: Un attacco corpo a corpo con portata +3.,Uso: um ataque corpo-a-corpo com +3 de envergadura.,使用：一次近戰攻擊，攻擊範圍+3。
ITEM_BIGSPRING_NAME,大彈簧,,Muelle grande,Gros ressort,Große Feder,Molla Gigante,Mola Grande,大彈簧
ITEM_BIGSPRING_DESC,使用：將一個相鄰單位投擲到一個格子上。,,Uso: Lanza a una unidad adyacente hacia otra casilla.,Utilisation&nbsp;: propulse une unité adjacente sur une case.,Benutzen: Wirf eine benachbarte Einheit auf ein beliebiges Feld.,Uso: Lanci un'unità adiacente su una casella.,Uso: lance uma unidade adjacente em um espaço.,使用：將一個相鄰單位投擲到一個格子上。
ITEM_BIGSTICK_NAME,大棍棒,,Palo grande,Gros bâton,Großer Stock,Bastone Grande,Bastão Grande,大棍棒
ITEM_BIGSTICK_DESC,使用：近戰攻擊，攻擊範圍+2。,,Uso: Lanza un ataque cuerpo a cuerpo con +2 de extensión.,Utilisation&nbsp;: une attaque au corps à corps avec Allonge +2.,Benutzen: Ein Nahkampfangriff mit +2&nbsp;Reichweite.,Uso: Un attacco corpo a corpo con portata +2.,Uso: um ataque corpo-a-corpo com +2 de envergadura.,使用：近戰攻擊，攻擊範圍+2。
ITEM_BLACKJACK_NAME,二十一點,,Cachiporra,Matraque,Schlagstock,Manganello,Blackjack,二十一點
ITEM_BLACKJACK_DESC,"使用：近戰攻擊，有5%的幾率造成眩暈。
當你停在敵人旁邊或敵人停在你旁邊時自動使用。",,"Uso: Lanza un ataque cuerpo a cuerpo con un 5 % de probabilidad de aturdir.
Se usa automáticamente cuando esta unidad se detiene junto a un enemigo o viceversa.","Utilisation&nbsp;: une attaque au corps à corps avec 5&nbsp;% de chances d'infliger Étourdissement.
Utilisation automatique quand vous vous arrêtez à côté d'un ennemi ou qu'un ennemi se place à côté de vous.","Benutzen: Ein Nahkampfangriff, der mit 5%iger Wahrscheinlichkeit Betäubung verursacht.
Benutze ihn automatisch, wenn du neben einem Gegner stehenbleibst oder ein Gegner neben dir stehenbleibt.","Uso: Un attacco corpo a corpo con un 5% probabilità di infliggere Stordimento.
Lo usi automaticamente quando ti fermi accanto a un nemico o un nemico si ferma accanto a te.","Uso: um ataque corpo-a-corpo com 5% de chance de atordoar.
Use isto automaticamente ao parar ao lado de um inimigo ou um inimigo parar ao seu lado.","使用：近戰攻擊，有5%的幾率造成眩暈。
當你停在敵人旁邊或敵人停在你旁邊時自動使用。"
ITEM_BLACKMUSHROOM_NAME,黑蘑菇,,Seta negra,Champi noir,Schwarzer Pilz,Fungo Nero,Cogumelo Preto,黑蘑菇
ITEM_BLACKMUSHROOM_DESC,"使用：遠程攻擊，造成虛弱2。
[s:.7](每場戰鬥可使用一次。)[/s]",,"Uso: Lanza un ataque a distancia que inflige 2 de debilidad.
[s:.7](Disponible una vez por combate).[/s]","Utilisation&nbsp;: une attaque à distance qui inflige Vulnérabilité 2.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Ein Fernkampfangriff, der Schwäche&nbsp;2 verursacht.
[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Un attacco a distanza che infligge Debolezza 2.
[s:.7](Utilizzabile una volta per battaglia.)[/s]","Uso: um ataque à distância que aplica fraqueza 2.
[s:.7](Um uso por batalha.)[/s]","使用：遠程攻擊，造成虛弱2。
[s:.7](每場戰鬥可使用一次。)[/s]"
ITEM_BLESSEDANOINTINGOIL_NAME,祝福的膏油,,Santos óleos,Huile d'onction bénie,Gesegnetes Salböl,Olio da Unzione Benedetto,Óleo de Unção Abençoado,祝福的膏油
ITEM_BLESSEDANOINTINGOIL_DESC,使用：淨化負面狀態並治療一個相鄰單位或你自己。,,Uso: Elimina las desventajas y cura a esta unidad o a otra adyacente.,Utilisation&nbsp;: dissipe les malus et régénère les PV d'une unité adjacente ou de vous-même.,Benutzen: Reinige Schwächungen und heile dich oder eine benachbarte Einheit.,Uso: Rimuove i malus e cura te o un'unità adiacente.,Uso: purifique enfraquecimentos e cure a si ou uma unidade adjacente.,使用：淨化負面狀態並治療一個相鄰單位或你自己。
ITEM_BLOODBUCKET_NAME,血桶,,Cubo de sangre,Seau de sang,Bluteimer,Secchio di Sangue,Balde de Sangue,血桶
ITEM_BLOODBUCKET_DESC,使用：投擲攻擊，製造一灘爬行物。,,Uso: Lanza un ataque en arco que crea un charco de líquido tóxico.,Utilisation&nbsp;: une attaque en cloche qui génère une flaque de substance visqueuse.,"Benutzen: Ein Angriff, der Hindernisse ignoriert und eine gruselige Pfütze erschafft.",Uso: Un attacco a parabola che crea una pozza di melma.,Uso: um ataque em arco que cria uma poça de videiras.,使用：投擲攻擊，製造一灘爬行物。
ITEM_BLOODYBAGOFGLASS_NAME,破碎玻璃袋,,Bolsa sangrienta de cristales,Sac de verre ensanglanté,Blutige Scherbentasche,Sacco di Vetro Insanguinato,Saco de Vidro Ensanguentado,破碎玻璃袋
ITEM_BLOODYBAGOFGLASS_DESC,使用：投擲一個投射物，製造玻璃。,,Uso: Lanza un proyectil que crea cristales.,Utilisation&nbsp;: lance un projectile faisant apparaître du verre.,"Benutzen: Wirf ein Geschoss, das Glas erscheinen lässt.",Uso: Lanci un proiettile che crea vetro.,Uso: lance um projétil que cria vidro.,使用：投擲一個投射物，製造玻璃。
ITEM_BLOODYBEARTRAPS_NAME,血熊陷阱,,Cepos sangrientos para osos,Pièges à ours ensanglantés,Blutige Bärenfalle,Trappole per Orsi Insanguinate,Armadilhas de Urso Ensanguentadas,血熊陷阱
ITEM_BLOODYBEARTRAPS_DESC,使用：放置一個熊夾。,,Uso: Coloca un cepo para osos.,Utilisation&nbsp;: place un piège à ours.,Benutzen: Lege eine Bärenfalle.,Uso: Piazzi una Trappola per Orsi.,Uso: prepare uma armadilha de urso.,使用：放置一個熊夾。
ITEM_BLOODYBUTTERFLYKNIFE_NAME,血刀,,Cuchillo sangriento,Couteau ensanglanté,Blutiges Messer,Coltello Insanguinato,Faca Ensanguentada,血刀
ITEM_BLOODYBUTTERFLYKNIFE_DESC,"使用：多次命中近戰攻擊，附帶吸血並造成流血效果。
[s:.7](每場戰鬥可使用一次。)[/s]",,"Uso: Lanza un ataque cuerpo a cuerpo que golpea varias veces con robavida y que inflige hemorragia.
[s:.7](Disponible una vez por combate).[/s]","Utilisation&nbsp;: une attaque multiple au corps à corps avec Vol de vie qui inflige Saignement.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Ein mehrfach treffender Nahkampfangriff, der Leben absaugt und Blutung verursacht.
[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Un attacco corpo a corpo multi-colpo con Rubavita che infligge Sanguinamento.
[s:.7](Utilizzabile una volta per battaglia.)[/s]","Uso: um ataque corpo-a-corpo multigolpes com roubo de vida que aplica sangramento.
[s:.7](Um uso por batalha.)[/s]","使用：多次命中近戰攻擊，附帶吸血並造成流血效果。
[s:.7](每場戰鬥可使用一次。)[/s]"
ITEM_BLOODYMEATHOOK_NAME,血肉鉤,,Gancho sangriento para carne,Crochet de boucher ensanglanté,Blutiger Fleischhaken,Uncino da Carne Insanguinato,Gancho de Carne Ensanguentado,血肉鉤
ITEM_BLOODYMEATHOOK_DESC,使用：拉近一個單位，對其造成橫掃傷害並附加流血1。,,"Uso: Atrae a una unidad, le practica una incisión y le inflige 1 de hemorragia.","Utilisation&nbsp;: attire une unité vers vous, effectue une attaque tranchante et inflige Saignement 1.",Benutzen: Zieh eine Einheit an dich heran und verursache Blutung&nbsp;1.,"Uso: Tiri un'unità verso di te, infliggendole Fendente e Sanguinamento 1.","Uso: puxe uma unidade na sua direção, causando cisão e aplicando sangramento 1.",使用：拉近一個單位，對其造成橫掃傷害並附加流血1。
ITEM_BLOODYSOULCLAW_NAME,血魂爪,,Garra de alma sangrienta,Griffe spirituelle ensanglantée,Blutige Seelenkralle,Artiglio dell'Anima Insanguinato,Garra de Alma Ensanguentada,血魂爪
ITEM_BLOODYSOULCLAW_DESC,"使用：一次近戰攻擊，造成等同於剩餘使用次數的傷害。
當這把武器擊殺一個單位時，它獲得+2次使用次數，你恢復5生命值。",,"Uso: Lanza un ataque cuerpo a cuerpo que inflige el mismo daño que usos queden.
Cuando el arma mata a una unidad, obtiene +2 usos y esta unidad recupera 5 PS.","Utilisation&nbsp;: une attaque au corps à corps qui inflige des dégâts égaux au nombre d'utilisations restantes.
Quand cette arme achève une unité, elle gagne Utilisation +2&nbsp;et vous récupérez 5&nbsp;PV.","Benutzen: Ein Nahkampfangriff, dessen Schaden der Anzahl seiner verbleibenden Anwendungen entspricht.
Tötet diese Waffe eine Einheit, erhält sie +2&nbsp;Benutzungen und du heilst dich um 5&nbsp;LP.","Uso: Un attacco corpo a corpo che infligge danno pari al numero di utilizzi rimasti.
Quando quest'arma uccide un'unità, ottiene +2 utilizzi e tu recuperi 5 PS.","Uso: um ataque corpo-a-corpo que causa dano equivalente à quantidade de usos restantes que este item possui.
Quando esta arma mata uma unidade, ela obtém +2 usos e cura 5 PV.","使用：一次近戰攻擊，造成等同於剩餘使用次數的傷害。
當這把武器擊殺一個單位時，它獲得+2次使用次數，你恢復5生命值。"
ITEM_BLOODYSPIKES_NAME,血刺,,Pinchos sangrientos,Pics ensanglantés,Blutige Spitzen,Spine Insanguinate,Espinhos Ensanguentados,血刺
ITEM_BLOODYSPIKES_DESC,"+1 反傷。
使用：一次遠程攻擊。",,"+1 de espinas.
Uso: Lanza un ataque a distancia.","Épines +1.
Utilisation&nbsp;: une attaque à distance.","+1&nbsp;Dornen.
Benutzen: Ein Fernkampfangriff.","+1 Spine.
Uso: Un attacco a distanza.","+1 de espinhos.
Uso: um ataque à distância.","+1 反傷。
使用：一次遠程攻擊。"
ITEM_BLOODYSTICK_NAME,血棒,,Palo sangriento,Bâton ensanglanté,Blutiger Stock,Bastone Insanguinato,Bastão Ensanguentado,血棒
ITEM_BLOODYSTICK_DESC,"+1 生命回覆。
使用：一次+1攻擊範圍的近戰攻擊。",,"+1 de regeneración de salud.
Uso: Lanza un ataque cuerpo a cuerpo con +1 de extensión.","Régénération de PV +1.
Utilisation&nbsp;: une attaque au corps à corps avec Allonge +1.","+1&nbsp;Lebensregeneration.
Benutzen: Ein Nahkampfangriff mit +1&nbsp;Reichweite.","+1 Rigenerazione Salute.
Uso: Un attacco corpo a corpo con portata +1.","+1 de regeneração de saúde.
Uso: um ataque corpo-a-corpo com +1 de envergadura.","+1 生命回覆。
使用：一次+1攻擊範圍的近戰攻擊。"
ITEM_BO_NAME,棍棒,,Bo,Bô,Bo,Bo,Bo,棍棒
ITEM_BO_DESC,使用：一次近戰攻擊。命中時，向前跳躍2格。,,"Uso: Lanza un ataque cuerpo a cuerpo. Al golpear, salta 2 casillas hacia delante.","Utilisation&nbsp;: une attaque au corps à corps. Exécutée avec réussite, vous sautez de 2&nbsp;cases vers l'avant.","Benutzen: Ein Nahkampfangriff. Spring 2&nbsp;Felder vorwärts, wenn du triffst.","Uso: Un attacco corpo a corpo. In caso vada a segno, salti in avanti di 2 caselle.","Uso: um ataque corpo-a-corpo. Ao golpear, salte 2 espaços para frente.",使用：一次近戰攻擊。命中時，向前跳躍2格。
ITEM_BOMB_NAME,炸彈,,Bomba,Bomb,Bombe,Bomba,Bomba,炸彈
