KEY,en,notes,sp,fr,de,it,pt-br,zh
SPECIAL_STRAY_BIGFOOT,大脚怪,,Bigfoot,Bigfoot,Bigfoot,Bigfoot,Pé-Grande,大腳怪
SPECIAL_STRAY_NESSIE,尼斯湖水怪,,Nessie,Nessie,Nessie,Nessie,Nessie,尼斯湖水怪
SPECIAL_STRAY_GREY,格雷,,Grey,Gris,Grauer,Grigio,Cinza,格雷
SPECIAL_STRAY_MOTHMAN,蛾人,,Mothman,Homme-papillon,Mothman,Uomo Falena,Homem-Mariposa,蛾人
SPECIAL_STRAY_SLENDERMAN,瘦长鬼影,,Slenderman,Slenderman,Slenderman,Slenderman,Slenderman,瘦長鬼影
,,,,,,,,
PAUSE_MENU_HEADER,暂停,,Pausa,Pause,Pause,In pausa,Pausado,暫停
PAUSE_MENU_BUTTON_RESUME,继续,,Reanudar,Reprendre,Weiter,Riprendi,Continuar,繼續
PAUSE_MENU_BUTTON_SETTINGS,设置,,Ajustes,Réglages,Einstellungen,Impostazioni,Configurações,設置
PAUSE_MENU_BUTTON_QUITTOMENU,保存并退出到菜单,,Guardar y salir al menú,Sauvegarder et retourner au menu,Speichern und zurück zum Menü,Salva ed esci al menu,Salvar e sair para o menu,保存並退出到菜單
PAUSE_MENU_BUTTON_QUITTODESKTOP,保存并退出到桌面,,Guardar y salir al escritorio,Sauvegarder et quitter le jeu,Speichern und beenden,Salva ed esci al desktop,Salvar e sair para a área de trabalho,保存並退出到桌面
PAUSE_MENU_BUTTON_ABANDONRUN,放弃冒险,,Abandonar aventura,Abandonner l'aventure,Abenteuer abbrechen,Abbandona avventura,Abandonar aventura,放棄冒險
PAUSE_MENU_BUTTON_ABANDONFIGHT,放弃战斗,,Rendirse,Déclarer forfait,Kampf aufgeben,Rinuncia al combattimento,Desistir da luta,放棄戰鬥
PAUSE_MENU_BUTTON_SKIPTUTORIAL,跳过教程,,Omitir tutorial,Passer le didacticiel,Tutorial überspringen,Salta il tutorial,Pular tutorial,跳過教程
PAUSE_MENU_BUTTON_BACK,返回,,Atrás,Retour,Zurück,Indietro,Voltar,返回
PAUSE_MENU_BUTTON_GAMESETTINGS,游戏设置,,Ajustes de juego,Réglages du jeu,Gameplay,Impostazioni di gioco,Jogabilidade,遊戲設置
PAUSE_MENU_BUTTON_VIDEOSETTINGS,视频设置,,Ajustes de vídeo,Réglages vidéo,Video,Impostazioni video,Vídeo,視頻設置
PAUSE_MENU_BUTTON_AUDIOSETTINGS,音频设置,,Ajustes de sonido,Réglages audio,Audio,Impostazioni audio,Áudio,音頻設置
PAUSE_MENU_BUTTON_CONTROLS,控制,,Controles,Commandes,Steuerung,Controlli,Controles,控制
SETTINGS_MENU_HEADER,设置,,Ajustes,Réglages,Einstellungen,Impostazioni,Configurações,設置
SETTINGS_GAME_HEADER,游戏设置,,Ajustes de juego,Réglages du jeu,Gameplay,Impostazioni di gioco,Jogabilidade,遊戲設置
SETTINGS_LANGUAGE_LABEL,语言,,Idioma,Langue,Sprache,Lingua,Idioma,語言
SETTINGS_HUMPING_LABEL,骑乘动画,,Animaciones de ñiqui ñiqui,Animations de coït,Paarungsanimation,Animazioni di accoppiamento,Animações impróprias,騎乘動畫
SETTINGS_HUMPING_OPT_NORMAL,普通,,Normales,Normales,Normal,Normali,Normal,普通
SETTINGS_HUMPING_OPT_SAFE,安全,,Caja fuerte,Tout public,Kinderfreundlich,Sicure,Seguro,安全
SETTINGS_HUMPING_OPT_RANDOM,随机,,Al azar,Aléatoires,Zufall,Casuali,Aleatório,隨機
SETTINGS_AUTOSELECT_LABEL,自动选择基础动作,,Autoseleccionar acciones básicas,Autosélection des actions de base,Grundaktionen automatisch auswählen,Selezione automatica azioni di base,Selecionar ações básicas automaticamente,自動選擇基礎動作
SETTINGS_DOUBLECLICK_LABEL,目标为空格需要双击,,Es necesario hacer doble clic para marcar casillas vacías,Double-clic pour cibler une case vide,Anvisieren leerer Felder erfordert Doppelklick,Per selezionare caselle vuote è necessario un doppio clic,Mirar em espaços vazios requer clique duplo,目標爲空格需要雙擊
SETTINGS_DOUBLECLICK_LABEL_GAMEPAD,目标为空格需要双按,,Es necesario presionar dos veces para marcar casillas vacías,Double appui pour cibler une case vide,Anvisieren leerer Felder erfordert doppelten Tastendruck,Per selezionare caselle vuote è necessario una doppia pressione,Mirar em espaços vazios requer pressionar duas vezes,目標爲空格需要雙按
SETTINGS_MAXSTATUSES_LABEL,最大状态显示数量（超过则折叠）,,Se muestran los estados al máximo antes de derrumbarse,Statuts max. affichés avant réduction,Max. Anzahl Statuseffekte vor Verkleinerung,Numero massimo di stati visualizzati prima della chiusura,Mostrar atributos máximos antes de colapsar,最大狀態顯示數量（超過則摺疊）
SETTINGS_MAXSTATUSES_OPT_0,仅悬停显示,,Solo pasar el ratón,Survol uniquement,Nur bei Hover,Solo al passaggio del cursore,Apenas passar,僅懸停顯示
SETTINGS_COLLAPSEELITEBUFFS_LABEL,折叠多个精英增益,,Ventajas de derrumbe de varias unidades de élite,Réduire les bonus d'élite des boss,Mehrere Elitestärkungen zusammenfassen,Chiudi bonus élite multipli,Colapsar múltiplos reforços de elite,摺疊多個精英增益
SETTINGS_COMBATSPEED_LABEL,战斗速度,,Velocidad de combate,Vitesse de combat,Kampfgeschwindigkeit,Velocità di combattimento,Velocidade do combate,戰鬥速度
SETTINGS_TOOLTIPSIZE_LABEL,提示大小,,Tamaño de información,Taille des infobulles,Größe von Tooltipps,Dimensione suggerimenti,Tamanho das dicas,提示大小
SETTINGS_STATUSBARSIZE_LABEL,状态栏大小,,Tamaño de barra de estado,Taille de la barre de statut,Größe der Statusleiste,Dimensione barra di stato,Tamanho da barra de estado,狀態欄大小
SETTINGS_SAVEFILEBACKUP_LABEL,存档备份周期,,Intervalo de guardado de archivos,Fréquence des sauvegardes auto.,Backupfrequenz von Speicherständen,Frequenza backup dei salvataggi,Frequência de backup de salvamentos,存檔備份週期
SETTINGS_SAVEFILEBACKUP_OPT_15,15 分钟,,15 min,15&nbsp;min,15 Min.,15 min,15 min,15 分鐘
SETTINGS_SAVEFILEBACKUP_OPT_30,30 分钟,,30 min,30&nbsp;min,30 Min.,30 min,30 min,30 分鐘
SETTINGS_SAVEFILEBACKUP_OPT_60,1 小时,,1 h,1&nbsp;h,1 Std.,1 ora,1 h,1 小時
SETTINGS_SAVEFILEBACKUP_OPT_120,2 小时,,2 h,2&nbsp;h,2 Std.,2 ore,2 h,2 小時
SETTINGS_SAVEFILEBACKUP_OPT_0,从不,,Nunca,Jamais,Nie,Mai,Nunca,從不
SETTINGS_VIDEO_HEADER,视频设置,,Ajustes de vídeo,Réglages vidéo,Video,Impostazioni video,Vídeo,視頻設置
SETTINGS_FULLSCREEN_LABEL,全屏,,Pantalla completa,Plein écran,Vollbild,Schermo intero,Tela cheia,全屏
SETTINGS_ANTIALIAS_LABEL,抗锯齿 (MSAA),,Antialiasing (MSAA),Anticrénelage (MSAA),Antialiasing (MSAA),Antialias (MSAA),Antialiasing (MSAA),抗鋸齒 (MSAA)
SETTINGS_ANTIALIAS_OPT_0,关闭,,No,Désactivé,Aus,Disattivato,Não,關閉
SETTINGS_VSYNC_LABEL,垂直同步,,Sinc. vertical,Synchronisation verticale,VSync,V-Sync,VSync,垂直同步
SETTINGS_RENDERSCALE_LABEL,渲染比例,,Escala de renderizado,Échelle de rendu,Render-Skalierung,Scala di rendering,Escala de renderização,渲染比例
SETTINGS_VIGNETTE_LABEL,暗角闪烁,,Parpadeo de viñeta,Effet de vignette clignotant,Vignette-Flimmern,Sfarfallio della vignettatura,Tremor de vinheta,暗角閃爍
SETTINGS_VIGNETTE_OPT_NORMAL,普通,,Normales,Normal,Normal,Normale,Normal,普通
SETTINGS_VIGNETTE_OPT_LOW,低,,Bajo,Faible,Niedrig,Basso,Baixo,低
SETTINGS_VIGNETTE_OPT_NONE,无,,Nada,Aucun,Aus,Nessuno,Nenhum,無
SETTINGS_NOISEGRAIN_LABEL,噪点与颗粒,,Ruido y granulado,Effets de bruit et de grain,Rauschen & Körnung,Rumore e grana,Interferência e granulação,噪點與顆粒
SETTINGS_NOISEGRAIN_OPT_NORMAL,普通,,Normales,Normal,Normal,Normale,Normal,普通
SETTINGS_NOISEGRAIN_OPT_MEDIUM,无头发,,Sin pelo,Pas de cheveux,Keine Haare,Niente peli,Sem pelos,無頭髮
SETTINGS_NOISEGRAIN_OPT_LOW,无尘埃,,Sin polvo,Pas de poussière,Keine Staubkörner,Niente polvere,Sem poeira,無塵埃
SETTINGS_NOISEGRAIN_OPT_NONE,无,,Nada,Aucun,Aus,Nessuno,Nenhum,無
SETTINGS_CURSORMODE_LABEL,光标模式,,Modo de cursor,Mode curseur,Mauszeigermodus,Modalità cursore,Modo de cursor,光標模式
SETTINGS_CURSORMODE_OPT_INGAME,游戏中,,Juego,En jeu,Spiel,Di gioco,Jogo,遊戲中
SETTINGS_CURSORMODE_OPT_DEVICE,设备,,Dispositivo,Appareil,Gerät,Del dispositivo,Dispositivo,設備
SETTINGS_AUDIO_HEADER,音频设置,,Ajustes de sonido,Réglages audio,Audio,Impostazioni audio,Áudio,音頻設置
SETTINGS_MASTERVOLUME,主音量,,Volumen principal,Volume principal,Gesamtlautstärke,Volume principale,Volume principal,主音量
SETTINGS_MUSICVOLUME,音乐音量,,Volumen de música,Volume de la musique,Musik,Volume musica,Volume da música,音樂音量
SETTINGS_SFXVOLUME,音效音量,,Volumen de efectos,Volume des effets sonores,Soundeffekte,Volume effetti sonori,Volume de efeitos,音效音量
SETTINGS_MEOWVOLUME,喵喵音量,,Volumen de maullidos,Volume des miaulements,Miauen,Volume miagolii,Volume de miados,喵喵音量
SETTINGS_HOUSEMEOWVOLUME,喵喵音量（房屋）,,Volumen de maullidos (casa),Volume des miaulements (maison),Miauen (im Haus),Volume miagolii (in casa),Volume de miados (casa),喵喵音量（房屋）
SETTINGS_KEYCONTROLS_HEADER,键盘控制,,Controles de teclado,Commandes au clavier,Tastatur,Controlli tastiera,Teclado,鍵盤控制
SETTINGS_PADCONTROLS_HEADER,手柄控制,,Controles de mando,Commandes à la manette,Gamepad,Controlli gamepad,Controle,手柄控制
SETTINGS_CONTROLS_GENERAL_COLUMNHEADER,通用,,General,En général,Allgemein,Generale,Geral,通用
SETTINGS_CONTROLS_HOTKEYS_COLUMNHEADER,战斗快捷键,,Atajos de combate,En combat,Kampf,Tasti di scelta rapida combattimento,Teclas rápidas de combate,戰鬥快捷鍵
SETTINGS_CONTROLS_ACTIONS_COLUMNHEADER,动作,,Acciones,Actions,Aktionen,Azioni,Ações,動作
SETTINGS_CONTROLS_RESET,重置默认,,Restaurar por defecto,Par défaut,Zurücksetzen,Ripristina predefiniti,Restaurar padrões,重置默認
SETTINGS_CONTROLBINDING_SELECT,选择,,Seleccionar,Sélectionner,Auswählen,Seleziona,Selecionar,選擇
SETTINGS_CONTROLBINDING_EXAMINE,查看,,Examinar,Examiner,Untersuchen,Esamina,Examinar,查看
SETTINGS_CONTROLBINDING_TACTIVALVIEW,战术视图,,Vista táctica,Vue tactique,Taktische Ansicht,Visuale tattica,Visão tática,戰術視圖
SETTINGS_CONTROLBINDING_CANCEL,取消,,Cancelar,Annuler,Abbrechen,Annulla,Cancelar,取消
SETTINGS_CONTROLBINDING_PAUSE,暂停,,Pausa,Mettre en pause,Pause,Pausa,Pausar,暫停
SETTINGS_CONTROLBINDING_ZOOMIN,放大,,Acercar,Zoomer,Hereinzoomen,Zoom avanti,Aproximar,放大
SETTINGS_CONTROLBINDING_ZOOMOUT,缩小,,Alejar,Dézoomer,Herauszoomen,Zoom indietro,Afastar,縮小
SETTINGS_CONTROLBINDING_FLIPFURNITURE,翻转家具,,Girar menaje,Tourner les meubles,Möbel spiegeln,Capovolgi mobili,Virar móveis,翻轉傢俱
SETTINGS_CONTROLBINDING_SKIPCUTSCENE,跳过过场动画,,Omitir cinemática,Passer la cinématique,Zwischensequenz überspringen,Salta filmati,Pular cena,跳過過場動畫
SETTINGS_CONTROLBINDING_HOTKEYMOVE,移动,,Movimiento,Se déplacer,Bewegen,Sposta,Mover,移動
SETTINGS_CONTROLBINDING_HOTKEYWEAPON,武器,,Arma,Armes,Waffe,Arma,Arma,武器
SETTINGS_CONTROLBINDING_HOTKEYTRINKET,饰品,,Baratija,Babioles,Zubehör,Ciondolo,Acessório,飾品
SETTINGS_CONTROLBINDING_HOTKEYBASICATTACK,基础攻击,,Ataque básico,Attaque de base,Grundangriff,Attacco base,Ataque básico,基礎攻擊
SETTINGS_CONTROLBINDING_HOTKEYSPELL1,技能 1,,Hechizo 1,Sort&nbsp;1,Zauber 1,Incantesimo 1,Encantamento 1,技能 1
SETTINGS_CONTROLBINDING_HOTKEYSPELL2,技能 2,,Hechizo 2,Sort&nbsp;2,Zauber 2,Incantesimo 2,Encantamento 2,技能 2
SETTINGS_CONTROLBINDING_HOTKEYSPELL3,技能 3,,Hechizo 3,Sort&nbsp;3,Zauber 3,Incantesimo 3,Encantamento 3,技能 3
SETTINGS_CONTROLBINDING_HOTKEYSPELL4,技能 4,,Hechizo 4,Sort&nbsp;4,Zauber 4,Incantesimo 4,Encantamento 4,技能 4
SETTINGS_CONTROLBINDING_HOTKEYSPELL5,技能 5,,Hechizo 5,Sort&nbsp;5,Zauber 5,Incantesimo 5,Encantamento 5,技能 5
SETTINGS_CONTROLBINDING_HOTKEYENDTURN,结束回合,,Terminar turno,Fin du tour,Zug beenden,Fine del turno,Finalizar turno,結束回合
SETTINGS_CONTROLBINDING_CURSOR,光标,,Cursor,Curseur,Mauszeiger,Cursore,Cursor,光標
SETTINGS_CONTROLBINDING_NAVLEFT,向左导航,,Mover izq.,Nav. à gauche,Nach links,Naviga a sinistra,Nav. esq,向左導航
SETTINGS_CONTROLBINDING_NAVRIGHT,导航 右,,Mover dch.,Nav. à droite,Nach rechts,Naviga a destra,Nav. dir,導航 右
SETTINGS_CONTROLBINDING_NAVUP,导航 上,,Mover arriba,Nav en haut,Nach oben,Naviga su,Nav. cima,導航 上
SETTINGS_CONTROLBINDING_NAVDOWN,导航 下,,Mover abajo,Nav. en bas,Nach unten,Naviga giù,Nav. baixo,導航 下
SETTINGS_CONTROLBINDING_NAVFORWARD,导航 前进,,Adelante,Nav. en avant,Nach vorn,Naviga in avanti,Nav. frente,導航 前進
SETTINGS_CONTROLBINDING_NAVBACKWARD,导航 后退,,Atrás,Nav. en arrière,Zurück,Naviga indietro,Nav. trás,導航 後退
SETTINGS_CONTROLBINDING_INVENTORY,物品栏,,Inventario,Inventaire,Inventar,Inventario,Inventário,物品欄
SETTINGS_CONTROLBINDING_PIPE,管道快捷键,,Atajo de tubería,Raccourci tuyau,Kürzel: Rohr,Scorciatoia tubo,Atalho de cano,管道快捷鍵
SETTINGS_CONTROLBINDING_BOX,箱子快捷键,,Atajo de caja,Raccourci boîte,Kürzel: Box,Scorciatoia scatola,Atalho de caixa,箱子快捷鍵
SETTINGS_CONTROLBINDING_CAMERA,摄像机,,Cámara,Caméra,Kamera,Telecamera,Câmera,攝像機
,,,,,,,,
MAIN_MENU_PLAY,开始游戏,,Jugar,Jouer,Spielen,Gioca,Jogar,開始遊戲
MAIN_MENU_SETTINGS,设置,,Ajustes,Réglages,Einstellungen,Impostazioni,Configurações,設置
MAIN_MENU_QUIT,退出,,Salir,Quitter,Beenden,Esci,Sair,退出
MAIN_MENU_CREDITS,制作人员,,Créditos,Générique,Mitarbeitende,Riconoscimenti,Créditos,製作人員
MAIN_MENU_COMMUNITY_DISCORD,社区 Discord,,Discord de la comunidad,Communauté Discord,Community Discord,Discord della community,Discord,社區 Discord
MAIN_MENU_MEOW,喵,,Maullido,Miauler,Miau,Miao,Miau,喵
MAIN_MENU_DELETEFILE,终止,,Borrar,Exterminer,Terminieren,Termina,Apagar,終止
MAIN_MENU_DELETECONFIRMATION,您确定要擦除保存文件 {savefilenumber} 吗？,,¿Seguro que quieres borrar el archivo de guardado {savefilenumber}?,Supprimer la sauvegarde {savefilenumber}&nbsp;?,Speicherstand&nbsp;{savefilenumber} wirklich löschen?,"Vuoi davvero cancellare
il file di salvataggio {savefilenumber}?","Tem certeza de que deseja
apagar o arquivo {savefilenumber}?",您確定要擦除保存文件 {savefilenumber} 嗎？
SAVE_FILE_COMPLETION_PERCENT,{percent}% 完成,,{percent} % completado,Progression&nbsp;: {percent}&nbsp;%,{percent}&nbsp;% Fortschritt,Completamento: {percent}%,{percent}% concluído,{percent}% 完成
,,,,,,,,
POPUP_TRY_ABANDON_RUN,您确定要放弃这个冒险吗？您将失去找到的猫咪、物品、食物、金钱和家具。,,"¿Seguro que quieres abandonar esta aventura? Perderás los gatos, los objetos, la comida, el dinero y el menaje que hayas encontrado.","Voulez-vous vraiment abandonner cette aventure&nbsp;? Vous perdrez vos chats, objets, nourriture, argent, meubles.","Willst du dein Abenteuer wirklich abbrechen? Du verlierst sämtliche Katzen, Gegenstände, Futter, Geld und Möbel, die du gefunden hast.","Vuoi davvero abbandonare quest'avventura? Perderai i gatti, gli oggetti, il cibo, i soldi e i mobili che hai trovato.","Tem certeza de que deseja abandonar esta aventura? Você perderá gatos, itens, comida, dinheiro e móveis que encontrou.",您確定要放棄這個冒險嗎？您將失去找到的貓咪、物品、食物、金錢和傢俱。
POPUP_TRY_ABANDON_HOUSEBOSS,您确定要认输这场战斗吗？您将失去参与战斗的猫咪。,,¿Seguro que quieres rendirte? Perderás los gatos que participen en la pelea.,Voulez-vous vraiment déclarer forfait&nbsp;? Vous perdrez les chats participant au combat.,"Willst du den Kampf wirklich aufgeben? Du verlierst sämtliche Katzen, die an dem Kampf teilgenommen haben.",Vuoi davvero rinunciare a questo combattimento? Perderai i gatti che partecipano al combattimento.,Tem certeza de que deseja desistir desta luta? Você perderá os gatos que estão lutando.,您確定要認輸這場戰鬥嗎？您將失去參與戰鬥的貓咪。
POPUP_TRY_SKIP_TUTORIAL,您确定要跳过教程吗？,,¿Seguro que quieres saltarte el tutorial?,Voulez-vous vraiment passer le didacticiel&nbsp;?,Willst du das Tutorial wirklich überspringen?,Vuoi davvero saltare il tutorial?,Tem certeza de que deseja pular o tutorial?,您確定要跳過教程嗎？
POPUP_TRY_SAVESCUM_BATTLE,您确定要在战斗中途退出吗？您将不得不重新进行战斗,,¿Seguro que quieres abandonar a mitad del combate? Tendrás que empezarlo desde el principio.,Voulez-vous vraiment quitter en plein combat&nbsp;? Vous devrez rejouer le combat depuis le début,Willst du wirklich mitten im Kampf aufhören? Der Kampf beginnt beim nächsten Mal von vorn,Vuoi davvero abbandonare il combattimento a metà? Dovrai ripetere il combattimento,Tem certeza de que deseja sair no meio da luta? Você precisará refazê-la.,您確定要在戰鬥中途退出嗎？您將不得不重新進行戰鬥
POPUP_TRY_SAVESCUM_HOUSEBOSS,您确定要在战斗中途退出吗？您将不得不重新进行战斗,,¿Seguro que quieres abandonar a mitad del combate? Tendrás que empezarlo desde el principio.,Voulez-vous vraiment quitter en plein combat&nbsp;? Vous devrez rejouer le combat depuis le début,Willst du wirklich mitten im Kampf aufhören? Der Kampf beginnt beim nächsten Mal von vorn,Vuoi davvero abbandonare il combattimento a metà? Dovrai ripetere il combattimento,Tem certeza de que deseja sair no meio da luta? Você precisará refazê-la.,您確定要在戰鬥中途退出嗎？您將不得不重新進行戰鬥
POPUP_TRY_SAVESCUM_EVENT,您确定要在事件中途退出吗？您将不得不重新进行事件,,¿Seguro que quieres abandonar a mitad del evento? Tendrás que empezarlo desde el principio.,Voulez-vous vraiment quitter au milieu d'un événement&nbsp;? Vous devrez rejouer l'événement depuis le début,Willst du wirklich mitten im Ereignis aufhören? Das Ereignis beginnt beim nächsten Mal von vorn,Vuoi davvero abbandonare l'evento a metà? Dovrai ripetere l'evento,Tem certeza de que deseja sair no meio do evento? Você precisará refazê-lo.,您確定要在事件中途退出嗎？您將不得不重新進行事件
POPUP_TRY_SAVESCUM_WARNING_1,，当您返回时，Steven会给您一个警告。,"these get stapled on after the ""are you sure you want to quit mid fight string""",¡Y Steven te mostrará una advertencia cuando vuelvas!,", et Steven vous donnera un avertissement à votre retour."," und Steven wird böse sein, wenn du zurückkehrst.", e Steven ti infliggerà un'ammonizione al tuo ritorno., e Steven vai chamar sua atenção quando você voltar.,，當您返回時，Steven會給您一個警告。
POPUP_TRY_SAVESCUM_WARNING_2,，当您返回时，Steven会给予您[c:red]惩罚[/c]。,,¡Y Steven te [c:red]castigará[/c] cuando vuelvas!,", et Steven vous [c:red]punira[/c] à votre retour."," und Steven wird dich [c:red]bestrafen[/c], wenn du zurückkehrst.", e Steven ti infliggerà una [c:red]punizione[/c] al tuo ritorno., e Steven vai te dar uma [c:red]punição[/c] quando você voltar.,，當您返回時，Steven會給予您[c:red]懲罰[/c]。
POPUP_TRY_SAVESCUM_COUNT,（您在这次冒险中已经存档重载1次）,,(Ya has hecho trampas 1 vez en esta aventura).,(Vous avez déjà bidouillé votre sauvegarde 1&nbsp;fois durant cette aventure.),(Du hast während dieses Abenteuers bereits einmal betrogen),(Hai già effettuato salvataggi a ripetizione una volta in quest'avventura),(Você já recarregou 1 vez nesta aventura),（您在這次冒險中已經存檔重載1次）
POPUP_TRY_SAVESCUM_COUNT_PLURAL,（您在这次冒险中已经存档重载{count}次）,,(Ya has hecho trampas {count} veces en esta aventura).,(Vous avez déjà bidouillé votre sauvegarde {count} fois durant cette aventure.),(Du hast während dieses Abenteuers bereits {count}-mal betrogen),(Hai già effettuato salvataggi a ripetizione {count} volte in quest'avventura),(Você já recarregou {count} vezes nesta aventura),（您在這次冒險中已經存檔重載{count}次）
,,,,,,,,
ABILITY_EXPLOSIVESHOT_NAME,爆炸射击,,Tiro explosivo,Tir explosif,Explosivschuss,Colpo Esplosivo,Disparo Explosivo,爆炸射擊
ABILITY_EXPLOSIVESHOT_DESC,投掷一个呕吐物弹，造成溅射伤害给相邻单位。,,Lanza un proyectil de vómito que inflige daño por metralla a las unidades cercanas.,Lance un projectile de vomi qui inflige des dégâts de zone aux unités adjacentes.,"Ein Kotzgeschoss, das Hindernisse ignoriert und bei benachbarten Einheiten Flächenschaden verursacht.",Spari un proiettile di vomito che infligge danno ad area alle unità vicine.,Lance um projétil de vômito em arco que causa dano em área em unidades vizinhas.,投擲一個嘔吐物彈，造成濺射傷害給相鄰單位。
EABILITY_DOUBLEHIT_NAME,双重打击,,Doble golpe,Coup double,Doppelschlag,Colpo Doppio,Golpe Duplo,雙重打擊
